FRUITS_VEGGIES,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,DONATION,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,WORK_LIFE_BALANCE_SCORE,DAILY_STRESS,ACHIEVEMENT
2,5,5,6,3,3,6,6.0,2,1,7,7,4,1,5,6,7,1,641.4766377044425,3,6
4,10,10,3,5,1,5,2.86556598674714,8,3,7,0,0,2,6,4,7,1,722.7187043454717,0,6
4,8,5,7,4,4,2,2.7692221519575364,5,3,7,8,7,2,6,2,8,2,667.1637544541236,5,6
5,10,9,10,7,5,3,7.9861925453222735,3,10,8,0,1,2,5,8,10,3,764.194477018129,0,6
3,10,7,5,10,3,10,8.0,8,10,8,0,0,2,9,8,10,1,764.7981826817254,0,6
3,9,6,10,10,4,7,5.134890243161376,8,0,7,6,1,1,6,4,10,3,701.6976646352579,3,6
4,7,3,4,9,1,2,1.1186437657415804,5,0,6,10,8,2,5,2,9,2,645.296609414354,4,6
1,5,6,4,9,3,7,4.0,6,3,8,0,1,2,6,2,10,1,698.3741239037028,2,6
2,8,6,6,8,5,8,7.038797174948341,3,2,7,0,1,1,8,2,7,2,712.9281496880533,0,6
3,6,6,9,9,1,5,2.468362544857039,2,1,6,9,5,2,9,1,2,2,638.9270581266952,5,6
2,2,8,10,6,0,5,2.0979771823534876,2,1,6,5,4,2,10,1,6,3,654.7379477845094,3,6
1,10,10,10,9,5,8,7.508287030187712,4,5,6,0,1,1,7,8,8,2,733.1787291635844,1,6
1,0,2,2,5,0,5,0.6460317446656835,2,1,5,10,6,1,9,0,5,2,597.0644011098732,4,6
1,3,9,3,4,2,6,1.6509935389866994,4,0,7,0,2,2,4,2,7,2,679.5698382910812,1,6
3,3,3,5,3,1,3,2.710479574477943,3,1,7,3,6,2,6,1,6,2,642.2177318903044,4,6
5,10,9,9,10,2,9,9.818001369945868,9,10,8,4,2,2,10,9,9,3,782.2577668684233,1,6
0,2,7,9,8,2,1,1.1243776221290502,7,1,6,7,5,1,5,1,2,2,627.0616909087678,3,6
1,3,4,4,5,3,7,1.714753276443946,5,2,7,1,3,2,7,2,2,2,654.9439325358211,1,6
2,0,9,0,2,2,0,2.640670392253418,1,3,7,4,0,1,1,3,7,2,641.7059611937918,0,6
4,7,8,3,5,5,8,2.4176669958169947,4,2,8,0,1,2,5,3,10,2,710.5429670945621,0,6
3,7,5,6,7,1,7,6.5345660593420165,10,4,7,4,1,2,3,3,7,3,688.8978094247797,3,6
2,6,3,8,3,3,8,8.86421266375883,7,9,6,0,0,2,8,4,7,3,736.3545137820175,0,6
2,7,10,10,10,2,8,1.0,5,10,7,10,0,2,4,1,5,3,691.2200268056783,1,6
3,10,4,2,4,0,7,2.5612598064368997,8,4,8,0,1,2,3,3,5,1,690.7389566457307,0,6
4,6,4,8,5,4,8,7.185116720045714,9,9,7,0,0,2,5,2,7,4,734.9317427342484,2,6
5,10,10,10,10,3,7,5.0227727400385636,10,10,7,0,1,1,9,6,9,2,755.0774273161311,2,6
3,7,3,6,8,1,4,5.156511362129596,3,3,7,6,0,2,4,8,3,2,667.6563679910162,3,6
2,2,3,6,5,3,3,2.596792243866748,2,2,6,6,2,1,2,2,3,2,613.2339052633469,2,6
1,3,8,5,8,3,5,6.306600550737584,5,2,6,0,1,1,4,2,3,1,686.3158947390042,0,6
3,5,5,9,8,3,5,1.7196618680865619,2,0,6,10,4,2,9,0,2,2,639.1812968461228,4,6
4,10,3,0,4,0,4,1.6118310201032213,5,3,6,0,3,1,6,0,10,2,662.2,4,6
3,1,4,7,3,4,8,3.373457945132705,4,5,6,8,6,2,7,2,5,2,657.1287102872565,3,6
3,1,2,1,3,3,5,4.978654504947023,4,4,6,10,4,1,3,4,0,2,600.4127263403445,4,6
5,9,2,8,3,3,5,5.142667570197227,6,4,7,0,4,1,7,7,9,2,705.1913072449263,5,6
2,6,8,5,4,4,5,2.645102316513446,4,2,7,0,0,2,6,2,4,2,695.7776316605516,1,6
3,8,3,5,3,4,6,2.246599062264418,9,0,6,0,3,1,7,2,9,3,690.8007995788444,0,6
5,8,3,9,6,3,9,3.8207136237543327,8,4,8,0,0,2,9,5,10,2,749.4310704356316,0,6
2,6,8,3,6,2,7,3.5002432129517143,5,10,7,0,1,1,2,5,6,2,678.8498760739687,2,6
3,9,7,10,10,4,7,5.254203083580459,7,10,6,7,1,2,10,8,4,2,741.1051444447531,1,6
4,8,4,5,4,3,7,6.704419793430528,4,2,7,0,1,1,3,8,9,2,715.0706347654659,1,6
3,10,9,5,4,4,5,1.845156748722893,7,4,7,1,1,2,10,1,6,2,721.0793516506743,1,6
2,9,8,4,4,4,6,2.843187294683194,6,4,8,0,1,2,5,3,2,2,699.8706933188347,1,6
2,7,5,10,5,3,8,9.91617598898281,6,2,7,0,0,2,7,2,10,2,732.5221336291955,0,6
5,4,10,10,10,5,5,5.9161695665674845,4,8,5,2,2,2,7,10,9,3,728.2425117368354,2,6
3,7,10,6,4,1,6,4.580817124097878,5,8,7,4,0,2,3,4,9,2,693.7772645883118,1,6
2,0,2,0,8,2,8,1.0,4,0,7,9,5,2,2,1,7,1,632.2036887738396,1,6
3,10,5,9,4,2,9,7.5173208627138965,5,10,7,0,3,1,7,7,5,2,704.9,2,6
3,7,6,4,6,4,6,3.0,6,3,8,0,2,2,6,3,5,3,681.3,1,6
2,2,3,10,9,0,7,5.305858090869456,4,0,7,3,4,2,5,1,9,1,679.1895213030992,1,6
1,3,5,9,5,3,7,6.29525235790134,3,8,5,7,1,2,8,6,8,2,716.1144760466779,1,6
4,4,3,5,4,4,10,4.194459079109348,8,5,6,0,3,2,4,4,1,2,703.1972295395547,1,6
0,5,4,1,10,0,8,0.04188199108056623,4,0,8,0,1,1,6,1,9,1,655.4,1,6
3,4,8,8,7,3,3,5.710232589791791,4,9,8,4,0,2,7,5,8,2,727.6569726106,0,6
2,2,3,7,2,3,2,2.807752924065869,2,2,6,6,2,1,3,2,3,2,613.9843142303873,2,6
2,3,5,7,5,2,5,4.86860822833498,4,2,8,2,0,1,1,3,5,3,652.1868608228335,3,6
1,2,8,5,9,2,7,9.907066958588652,5,4,8,0,5,1,2,8,10,2,706.1917254482262,0,6
3,10,3,6,7,2,5,3.3645856431380903,5,10,7,3,0,2,10,4,3,2,704.9,2,6
5,10,5,10,5,5,8,7.075725443653793,2,10,8,0,1,2,5,9,10,3,763.8302901774615,0,6
5,8,3,7,3,3,4,5.8041845304902955,6,4,7,0,4,1,7,6,9,2,705.4962778408732,5,6
1,7,8,6,7,3,7,2.5029687912473197,4,4,7,2,1,2,8,2,3,2,703.9006622899819,2,6
3,1,4,5,10,4,6,5.468705981649068,4,3,6,10,3,2,4,4,2,3,651.8125176073404,3,6
4,4,3,5,3,3,7,6.322561928771705,3,4,6,5,3,2,5,5,6,2,681.6516447210881,1,6
3,4,2,9,9,1,8,3.126621212115174,2,3,7,4,0,2,10,1,9,2,706.4922901064112,0,6
4,7,8,10,9,2,5,3.480241334476742,6,7,6,0,1,2,6,1,4,2,721.1917382424014,2,6
3,5,8,9,7,3,6,3.9617499700728347,7,7,6,0,0,2,10,7,7,3,739.1070008271977,0,6
3,10,10,8,10,3,8,2.6839706233338725,4,2,6,4,6,2,8,1,1,2,699.7557889062435,5,6
5,0,2,6,6,4,8,3.668281137703088,8,1,5,0,1,2,6,4,9,3,692.5985469760673,1,6
4,8,6,10,8,4,4,3.3336902390117684,2,2,6,0,1,2,10,4,7,2,710.5425453060421,1,6
3,7,8,7,8,3,5,6.9037162067310955,8,4,6,9,5,1,6,7,5,2,692.9250093587835,3,6
1,8,7,10,3,5,9,2.539097478629452,5,2,7,0,1,2,5,3,10,3,726.8813277389595,0,6
3,4,5,5,5,3,6,5.137121456149105,7,7,7,6,6,2,5,5,5,2,666.4112623496977,3,6
4,10,6,10,9,2,7,4.915060732517222,9,1,6,0,5,2,10,5,5,2,724.0386153917827,2,6
2,0,8,7,6,3,4,3.514766499289517,5,8,6,6,3,2,8,7,1,2,674.3399219598399,4,6
3,4,6,7,8,1,8,8.291008582154063,5,10,6,8,0,2,5,4,7,1,720.2991963913018,0,6
5,10,9,9,7,5,3,7.7129245445179935,4,10,7,0,1,2,5,7,10,3,763.5810091589422,0,6
3,7,10,7,8,4,7,3.754125812073796,4,5,6,0,6,1,8,2,8,3,689.4185889300644,5,6
3,5,8,9,10,5,7,4.0,10,5,7,10,2,2,7,6,7,3,705.2372975777658,2,6
2,5,7,5,9,3,7,4.426957799380984,7,3,8,0,4,2,5,2,7,1,697.8595633009285,3,6
2,7,1,5,1,2,3,1.0926725991349708,4,1,6,0,3,2,9,2,10,3,655.6355612159344,1,6
1,2,8,5,7,3,3,4.505756628867804,3,3,6,0,4,2,5,2,3,1,653.6672547651418,3,6
3,6,8,8,7,3,7,7.094621052340983,8,7,8,4,5,1,6,6,7,1,718.959221747349,1,6
3,9,9,9,3,2,5,5.989197774224467,2,3,6,0,1,1,5,5,9,3,702.418312637789,1,6
2,5,6,6,3,2,7,4.0216452129431435,5,5,8,0,1,2,8,2,10,4,703.3870128722341,1,6
1,5,5,6,6,3,3,5.034252790180252,7,3,7,9,4,1,5,8,6,2,673.0397695312618,3,6
1,9,9,6,9,3,8,2.79031059494461,8,6,6,0,1,1,9,1,5,2,695.2991677791309,2,6
2,7,5,4,6,3,6,2.728370854339646,6,3,8,0,2,2,5,3,5,2,682.2778649243772,1,6
1,10,5,1,4,1,6,1.69161219682085,3,1,7,10,0,1,3,1,4,2,641.5363888981068,1,6
1,6,3,4,2,2,0,4.64453421457012,3,1,7,0,2,1,2,0,2,2,627.4209391601593,2,6
2,3,4,6,9,2,8,5.805430043045979,2,2,7,10,4,2,7,5,3,3,651.8529409440403,2,6
5,7,3,9,3,3,7,4.5848010585053185,8,4,7,0,0,2,9,6,8,2,746.5042083382222,0,6
2,9,3,10,2,4,8,3.1306226900724865,3,1,8,8,1,2,6,3,6,2,681.8693526843132,2,6
3,10,3,4,4,5,7,2.250339839290076,8,0,6,0,3,1,8,2,9,4,692.3566636460198,0,6
4,4,3,3,3,2,7,2.7977853518963562,8,2,8,0,2,1,4,4,9,3,671.1542930141783,2,6
1,2,8,5,8,2,7,8.898837130677878,5,4,7,0,3,1,2,8,10,2,707.6747995106901,0,6
3,5,9,3,2,2,3,4.0,6,1,8,9,0,2,10,1,5,2,662.7458838425948,4,6
4,4,6,5,10,4,7,6.837290993773995,7,3,8,0,2,2,10,3,6,1,732.3481382608558,1,6
2,5,8,9,10,4,5,2.659505981651327,9,2,6,8,0,1,4,2,9,3,681.6361976073395,3,6
2,1,5,8,5,3,6,6.643576916642683,5,8,6,3,0,2,8,8,9,2,719.739178364548,0,6
3,6,7,6,9,2,7,7.719163368248819,9,5,7,9,3,2,7,8,7,3,705.7314878631357,2,6
2,3,5,4,8,4,5,3.9308316487821915,1,4,6,3,1,1,9,1,2,3,645.9376749155854,2,6
4,5,2,3,4,3,6,3.818816720949917,10,4,7,0,1,2,4,4,9,2,683.72752668838,3,6
3,5,3,3,3,2,6,3.8682602097195233,8,4,6,8,1,1,7,5,8,2,660.475033709099,5,6
3,2,4,4,10,0,2,1.2226760791230848,9,3,7,0,2,2,9,4,10,1,699.1676197661585,0,6
2,1,5,3,5,2,2,3.4489483201357984,3,4,4,9,4,1,2,5,4,2,613.3094191471598,4,6
2,2,3,5,7,2,5,4.092917083456249,6,4,7,10,2,2,4,2,6,2,647.4393756251843,3,6
2,2,5,8,5,2,5,6.901798165921054,3,9,6,3,0,1,8,8,9,3,718.682123369475,0,6
3,9,4,2,9,2,8,4.839774399023494,5,3,7,10,1,1,10,2,5,1,676.9552329566799,2,6
2,7,3,5,3,1,1,2.8290635975791516,5,1,7,0,3,1,3,1,3,2,626.8931537255679,3,6
5,10,8,9,6,5,3,7.635265658469115,3,10,7,0,1,2,5,7,10,3,763.6512531049892,0,6
2,10,10,10,8,4,8,7.192479571217849,3,4,7,0,0,2,3,8,7,3,734.3928353236212,1,6
2,10,4,2,7,1,6,3.7142474720654803,10,7,8,0,0,1,5,0,5,3,702.3469469702717,1,6
0,3,8,7,10,1,5,5.17796033595777,2,4,5,0,1,1,4,3,7,1,686.738900379873,0,6
2,7,6,9,10,3,7,8.1419593354304,7,10,6,0,2,2,9,8,8,2,750.601691057604,1,6
1,7,6,2,10,0,1,5.799508872554247,4,5,9,2,2,1,6,6,7,1,668.9684529485459,3,6
1,6,4,3,6,2,7,1.0,3,1,7,2,5,2,10,1,3,2,653.3310400995337,4,6
2,3,8,5,8,3,4,5.634208101744202,6,2,7,0,4,1,4,2,4,2,685.8439614348009,1,6
4,2,3,5,7,2,4,3.397550558033412,5,8,6,5,1,1,6,4,4,3,662.8733865066902,3,6
2,4,3,4,6,3,5,3.101844576742384,1,3,7,5,1,1,9,1,4,3,645.9352066003864,4,6
1,8,4,4,2,3,5,5.424095854128427,9,3,6,4,2,1,5,3,8,2,662.5904390721363,5,6
2,8,7,5,8,5,7,7.976292246355482,6,2,7,0,2,2,7,2,6,2,711.9853479131202,1,6
2,7,3,3,3,0,5,4.165052794305597,9,1,5,0,0,2,5,4,5,2,669.8475791914584,2,6
2,10,10,10,8,5,8,7.924071788145654,3,4,7,0,1,2,4,9,8,3,733.4911138542252,1,6
4,10,7,7,4,3,5,3.5936213896159277,3,2,7,10,1,2,5,3,8,1,687.6386488419867,2,6
2,5,5,7,3,3,5,5.3055743587041055,2,1,7,7,4,1,5,5,6,2,641.8860979489071,3,6
2,3,4,4,9,1,7,3.736819047893868,7,8,8,0,2,2,5,4,6,3,700.9500657135026,2,6
0,4,3,1,3,4,5,1.8529275959123697,4,0,8,0,1,1,9,1,10,1,657.345573975708,2,6
3,5,6,6,6,4,6,3.6183211034747647,7,4,5,0,3,1,9,1,4,2,685.0600796208695,4,6
2,9,4,9,4,3,7,3.9898418360632353,9,4,6,1,2,1,10,2,3,2,688.5066861279498,4,6
4,8,7,8,6,5,6,6.748904636611304,4,1,7,2,4,2,5,9,9,2,722.7516379884304,4,6
4,8,5,10,10,4,4,4.0,3,3,7,0,1,1,10,5,7,2,707.3123543437381,2,6
2,5,6,7,8,2,5,2.6296858735484125,4,3,7,2,6,1,4,3,4,1,659.1329357609156,4,6
2,3,5,3,5,4,10,4.0,2,4,7,0,2,1,3,9,6,2,670.2398299020869,1,6
1,2,3,10,8,0,5,3.3295651610884955,4,1,6,0,2,1,6,2,9,1,680.0150340041802,1,6
3,4,3,7,3,1,6,2.645474361239808,4,1,6,7,0,2,6,1,6,1,669.5906330383754,2,6
2,5,8,6,6,2,6,4.714338267857227,6,9,7,0,1,2,7,3,6,3,717.8451874945814,1,6
4,10,5,5,6,4,7,2.3064328227033717,8,2,7,0,3,2,7,3,6,2,705.4225731290813,4,6
2,6,2,7,4,5,5,1.0,10,0,5,0,4,2,5,3,7,3,674.9552642453663,5,6
2,4,3,1,4,0,5,2.411647779016847,5,2,7,0,3,1,3,1,3,2,629.0881534453117,2,6
3,8,6,10,10,4,7,7.9776404742252796,6,10,6,10,2,2,10,8,5,2,742.2709326164928,0,6
5,8,3,9,6,3,9,3.8688253741556253,8,4,8,0,0,2,9,5,10,2,749.5032380612334,0,6
1,6,2,5,5,4,1,0.4558013374962978,9,1,5,10,3,1,6,1,10,3,637.5414357200118,3,6
2,3,4,8,8,4,1,5.7247608189629915,7,1,7,9,2,1,8,9,8,2,677.8733257327409,4,6
2,2,4,4,6,3,4,3.456212705710623,1,4,6,6,2,1,8,0,2,2,645.8204228028022,4,6
4,9,3,3,3,4,6,1.5429840050854227,6,3,8,0,2,2,4,4,4,2,681.5914031989829,1,6
4,10,6,9,4,4,5,1.0,5,0,6,0,1,1,2,3,3,3,677.2127298742226,4,6
4,3,7,4,3,4,3,1.0,7,5,8,1,1,1,6,1,7,3,689.0368049262685,2,6
3,6,5,9,6,5,10,5.549868562776205,8,5,7,0,1,2,8,8,10,3,747.3342508078243,2,6
4,4,7,5,9,5,7,6.8988537923515425,7,3,7,0,2,2,9,3,7,1,732.4140257234988,1,6
2,1,6,5,6,4,7,2.7568517621344113,8,0,6,0,0,1,3,1,4,3,686.5546762848727,0,6
1,2,7,6,8,3,6,8.823131307125202,5,5,5,0,1,1,5,7,10,2,710.8247062622103,0,6
2,6,7,9,9,5,6,4.055968075547424,6,5,7,10,3,2,10,7,3,2,692.9235665846451,3,6
3,8,4,5,6,2,8,4.224318558853526,5,4,7,10,2,1,10,2,3,2,674.862683100102,3,6
4,10,10,10,9,5,6,2.7739209289894373,7,5,7,0,4,2,6,0,10,3,737.1060972076863,2,6
2,10,5,8,10,4,7,2.9351813122320234,6,6,7,0,0,2,6,1,10,3,734.7186324443259,2,6
2,10,5,8,6,1,7,3.9790348761614136,6,10,7,0,2,1,10,3,6,2,705.0205428837883,2,6
5,10,5,4,2,1,4,2.0984932100081686,5,0,8,0,1,1,8,3,10,2,681.5187036611809,2,6
3,7,10,6,5,2,5,1.6804269270529442,8,3,5,1,0,2,10,5,8,2,713.0097276590722,2,6
2,2,4,4,8,2,7,4.0787478496210525,3,9,6,0,0,2,4,2,6,3,700.6021049545374,2,6
3,6,10,9,10,1,9,1.2753567533320989,5,9,7,9,0,2,3,2,4,3,691.1553221220404,1,6
4,2,9,10,10,5,5,1.2505747440400563,10,0,6,5,1,2,6,5,9,3,707.07471262798,4,6
3,7,5,4,5,2,4,4.788874057441962,5,5,5,6,5,2,5,4,7,1,669.5918324143365,2,6
2,5,6,9,6,2,6,3.2594177122373993,4,2,6,4,9,2,5,2,5,3,659.6221398958312,4,6
2,7,5,10,10,3,8,3.102587697962431,5,0,7,0,0,1,8,6,7,2,706.6,1,6
2,7,3,10,8,4,6,3.507464619285711,1,8,6,1,2,2,7,3,3,3,679.2402959949286,3,6
3,10,5,6,3,3,4,2.984537935977195,4,2,7,0,2,2,3,2,6,3,669.291838001064,2,6
2,2,7,5,8,3,4,4.020490926272118,5,1,7,3,4,2,3,4,1,1,653.6149651470579,4,6
5,7,6,7,10,5,7,2.7891446306378476,4,10,7,0,1,2,2,4,8,3,728.9373685909794,1,6
5,1,10,7,9,1,9,8.589191383912832,9,10,8,0,2,2,10,9,8,2,767.3125306115497,0,6
3,4,4,6,5,4,8,7.6772652832232335,10,5,8,0,6,2,5,7,7,3,718.2097775659049,2,6
3,8,8,4,9,5,6,6.571995878283593,3,10,8,10,3,2,6,4,8,1,714.38917485753,3,6
2,3,6,6,6,1,6,3.2217293171999453,3,4,7,10,2,2,5,5,9,2,660.8837030121,2,6
5,10,5,10,5,5,9,7.0391787793410385,2,10,8,0,1,2,5,9,10,3,763.8156715117364,0,6
3,4,3,10,4,3,6,8.311538998818085,2,1,4,0,8,2,10,8,1,2,672.4858690817425,5,6
3,9,9,10,9,1,6,2.1658608528557455,8,0,7,0,1,2,10,2,7,2,733.8801532402862,0,6
1,2,10,10,10,5,6,9.19547689676526,2,3,7,7,0,2,9,8,6,2,714.5145394941959,3,6
1,0,2,3,7,0,5,0.14527298385975337,2,0,5,10,7,2,4,0,3,3,583.1599835476526,3,6
3,4,8,7,10,5,7,4.816911162816965,10,8,7,1,5,2,9,9,10,2,736.9943744883944,3,6
3,4,2,9,9,1,8,3.01737414549007,2,3,7,4,0,2,10,1,9,2,706.2324466330135,0,6
1,1,3,4,2,0,1,2.069343019096807,2,3,6,0,2,1,9,0,6,2,622.2691272665309,3,6
4,7,7,6,6,2,8,4.504803037315273,5,7,7,9,1,1,5,5,5,2,699.4731086483358,2,6
5,7,3,8,4,3,7,3.996184344423509,8,3,7,0,0,2,9,5,9,2,748.0082574528675,0,6
4,10,7,7,8,5,8,3.0914910764139414,4,2,8,10,1,2,4,1,10,2,690.7063127997794,3,6
2,3,6,2,9,0,0,2.3187883022483473,1,1,6,6,3,1,3,4,4,2,613.9032047563006,3,6
1,10,7,5,10,3,7,1.0,4,7,8,1,2,2,5,1,4,1,700.3226459668693,2,6
4,6,9,9,8,1,4,1.519656275880599,8,3,6,5,3,2,9,0,5,2,692.2377765793224,4,6
3,6,6,7,3,4,5,6.0,2,1,7,7,4,1,6,5,6,1,642.2201800165427,3,6
3,7,3,7,2,1,6,2.062256710834592,8,2,7,3,1,2,7,4,6,1,689.9399282870617,1,6
3,6,6,3,8,1,8,2.3454971588559843,2,8,7,7,0,2,4,2,8,3,679.9750549308702,0,6
3,3,6,6,9,3,5,4.9199750158529625,7,7,6,9,5,2,6,3,6,2,683.6439825110971,3,6
2,9,3,4,3,1,7,1.8226079441324625,5,7,7,1,3,1,4,1,10,2,661.6653048363139,4,6
2,7,7,10,9,3,6,1.7215947555404463,3,2,7,0,1,1,10,2,9,2,709.0489764028172,3,6
0,5,7,4,6,0,7,2.975637587860333,3,2,7,0,2,2,4,3,4,1,670.7682147539911,1,6
2,10,10,7,10,2,8,3.9018801980177464,2,7,6,0,5,2,7,2,3,2,699.2542629121627,4,6
4,6,7,9,5,4,5,7.181120589241598,6,10,6,0,1,2,6,8,8,3,745.2654411616054,1,6
2,6,4,6,9,2,3,1.8735716527517674,3,4,5,3,3,2,10,2,7,2,680.6330590835278,2,6
2,7,3,6,3,2,1,2.2957942825725874,5,1,7,1,4,1,3,0,3,3,627.1898929599568,4,6
3,5,6,8,6,2,6,3.189682860346437,6,4,7,0,4,2,4,3,8,2,702.2698012826709,1,6
1,1,2,1,6,2,6,3.0481962104096314,4,3,6,7,4,1,3,3,0,3,596.9412697893132,5,6
2,4,6,6,9,3,5,1.9272960726120074,1,0,6,6,3,2,5,0,2,1,636.6733476963648,5,6
2,1,8,4,9,2,5,6.468134045034817,4,3,7,0,1,1,7,2,4,1,686.4207963470798,3,6
3,4,9,6,5,2,5,2.4587121160364687,9,2,5,0,8,1,9,1,3,3,665.7940340870274,4,6
2,7,6,5,4,2,6,2.0605183125687296,6,3,7,4,3,2,6,3,5,2,681.2844665083215,3,6
3,5,4,8,7,4,8,5.988776379066705,5,5,7,10,1,2,6,6,9,2,694.7353207966728,2,6
5,7,6,2,8,4,5,2.45063385990247,4,1,8,0,2,1,5,5,7,2,688.1928613931015,3,7
3,10,6,9,9,5,8,2.0,7,6,8,0,1,2,5,4,5,2,736.8213815851684,2,7
2,7,9,8,10,4,7,7.0251044321664855,10,9,6,8,0,1,9,8,8,2,746.3158994737054,1,7
1,9,10,4,10,2,6,5.9313634016137415,6,6,6,2,1,2,9,8,9,2,732.3986954758961,2,7
3,9,8,5,3,3,6,6.0,10,2,6,4,2,2,7,2,9,3,712.4046781822749,2,7
2,9,9,10,10,5,3,5.229537743738435,2,3,7,0,1,2,8,6,5,1,721.0819391434485,3,7
2,1,2,3,2,0,6,0.5164082117089666,5,4,7,2,1,2,5,1,7,3,656.0475011756911,1,7
4,4,8,10,6,5,7,4.891257212833935,5,4,6,6,0,2,8,9,6,4,700.8287843154544,4,7
2,9,6,10,7,3,7,2.0651310896931934,9,2,6,0,2,2,9,2,6,2,732.1960167377864,0,7
4,4,3,5,2,3,5,3.4156701944595373,8,1,8,8,2,2,7,3,3,3,677.164814263661,2,7
2,2,7,6,7,2,6,4.988332785498416,1,7,7,5,2,2,7,5,4,1,664.3598330060809,4,7
2,5,5,10,3,0,5,3.0817253457467784,4,9,6,0,3,1,6,6,9,2,676.866855667542,4,7
1,2,5,3,10,3,3,3.9131276125764427,1,6,6,7,3,1,10,3,2,2,640.4174100897941,2,7
3,9,7,10,8,5,6,4.969392574260094,6,3,7,10,2,1,10,2,9,2,705.2367289108879,2,7
3,1,6,2,9,2,8,2.0,4,5,8,5,1,2,9,3,6,1,696.5481265343429,1,7
4,4,5,4,4,3,6,1.9456981470002823,3,3,7,1,5,1,5,2,5,3,638.0108603706,2,7
1,6,6,6,9,0,8,5.699950742961324,5,5,7,0,1,2,1,2,4,2,687.439891634515,3,7
2,4,3,4,3,0,3,2.0,3,3,6,10,2,2,7,2,7,1,641.4676089349317,2,7
2,6,8,8,9,4,7,6.452242618554537,8,3,6,10,5,2,8,8,5,3,693.4,4,7
4,7,5,4,7,1,6,7.0,5,5,6,0,3,2,7,7,7,3,697.9352937833662,2,7
2,6,6,7,9,2,5,6.430726912890188,4,6,6,9,0,2,10,7,6,2,717.8413065161271,2,7
3,8,5,10,10,1,9,6.210051438872939,5,3,7,0,0,2,10,7,10,2,747.145779577352,1,7
3,0,4,4,2,4,8,3.7509075764724575,2,3,7,9,0,2,1,3,10,3,646.2516336376505,3,7
1,8,5,10,5,4,8,2.476351383594529,8,7,9,0,0,2,8,4,10,4,749.3239865219539,0,7
3,9,10,3,3,2,7,5.5807891483014815,6,2,7,0,1,2,8,4,9,2,719.0291138507042,2,7
2,7,5,10,5,3,8,9.030898519209174,6,4,6,0,0,2,7,3,8,2,734.9355194167615,0,7
1,2,8,10,10,3,4,6.765479847707911,3,1,8,0,0,1,9,6,8,2,701.8975454200727,1,7
5,10,5,8,8,5,7,1.6411654018479007,10,5,8,0,1,2,10,2,9,1,755.2,1,7
3,4,10,6,10,3,8,1.6040913464079232,3,1,7,0,1,2,10,2,7,3,696.3020456732039,1,7
2,1,8,3,10,3,6,5.413941891308303,1,2,6,10,1,1,8,4,1,2,662.1324457740549,4,7
3,6,5,9,8,4,8,5.0,5,7,6,0,0,2,9,7,1,2,722.7058809397032,3,7
3,9,10,6,5,1,9,4.669784935128503,8,4,8,0,1,2,5,6,6,1,729.3886739276186,1,7
1,3,3,1,3,1,3,3.243248494311365,7,4,6,3,3,1,5,1,4,2,622.4324460852096,2,7
3,8,8,8,10,1,8,3.519385859503937,5,4,6,8,2,2,8,2,8,2,694.6863872751197,4,7
1,8,7,10,6,3,8,6.204881274150712,2,4,7,0,2,2,9,6,6,3,715.6629419885084,2,7
2,1,7,9,4,1,7,2.8778300781520407,10,2,5,0,2,1,4,3,6,2,674.5167451172281,1,7
0,10,4,2,4,1,6,2.6020907252423537,7,0,7,6,2,2,3,3,4,2,661.1769617336115,2,7
0,2,4,10,10,0,7,3.99000501590611,3,4,6,0,1,1,9,4,3,2,681.0455696116256,1,7
4,8,5,3,6,3,8,4.685464308530769,8,8,7,0,1,2,6,4,9,2,743.9451457502937,0,7
3,1,1,4,7,4,6,5.097521311638024,5,6,7,4,3,1,6,6,8,1,680.4791750823493,1,7
4,3,10,6,8,4,7,7.03002068771825,9,4,7,1,1,2,8,7,10,4,729.4564700028085,2,7
1,2,2,5,5,3,4,3.7720124763099903,4,4,5,5,1,1,4,5,4,3,622.3709110391588,3,7
5,4,8,7,4,3,6,1.0423054641655498,9,2,8,0,1,1,7,5,9,3,707.747976392023,2,7
3,4,4,3,3,4,8,2.9035902257939203,8,6,8,0,1,2,5,3,3,2,692.0710770677382,1,7
2,0,2,6,5,1,7,4.794464620448519,1,2,7,8,5,1,5,5,5,2,634.0181872839763,1,7
4,4,6,4,7,2,6,1.2723393824153195,5,4,6,9,1,2,10,3,7,3,685.68198626762,1,7
1,7,6,9,8,4,7,5.538701797952714,4,6,5,7,2,1,8,5,3,3,677.0077403595906,3,7
3,8,6,8,7,4,8,3.991250032137161,8,6,7,0,1,2,5,4,5,2,735.8369296822945,2,7
2,3,4,6,4,4,7,4.89452630004337,9,9,6,0,0,1,6,3,7,1,679.7785052300911,2,7
2,3,4,9,9,1,3,2.462271138282656,5,2,7,1,2,1,6,5,8,2,681.9839559755455,1,7
3,9,9,8,9,3,7,6.4663094818006766,8,3,6,10,5,2,8,6,7,3,693.2932618963601,4,7
2,7,4,3,9,0,6,2.9440161549136237,8,2,8,7,2,1,5,2,5,1,659.3247055691111,2,7
