,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
14434,5,5,0,3,0,3,0,0,1,5,4.0,10,0,7,7,0,2,2,4,7,1,1,629.2
14435,4,2,10,10,10,10,10,5,1,5,6.0,10,3,7,0,5,2,10,6,10,2,1,761.8
14436,2,5,2,3,3,4,3,3,1,1,5.0,4,1,7,4,9,2,6,2,0,2,1,611.0
14437,1,5,0,0,10,2,2,1,1,2,1.0,1,3,5,0,2,2,2,1,0,3,1,598.1
14438,3,2,5,10,9,10,8,3,2,8,5.0,7,9,6,0,3,2,10,6,8,3,1,727.0
14439,3,4,10,10,6,10,3,5,1,7,3.0,9,10,7,7,2,2,10,8,6,3,1,731.0
14440,2,2,2,4,5,5,4,5,1,7,6.0,10,2,5,0,1,2,10,6,3,4,0,696.8
14441,3,3,10,10,6,10,8,5,1,7,4.0,8,5,8,10,3,2,5,6,10,3,1,724.2
14442,3,4,2,5,10,10,3,5,2,5,3.0,10,2,6,0,4,1,10,2,7,3,0,664.7
14443,3,4,5,7,6,10,5,4,2,6,3.0,5,3,6,0,2,2,7,5,6,4,1,679.0
14444,5,1,10,10,10,10,5,5,2,4,6.0,3,3,8,0,5,2,10,6,2,3,1,716.4
14445,5,3,8,6,10,7,8,5,2,5,6.0,4,5,8,0,3,2,6,7,5,4,1,709.8
14446,5,0,0,6,6,1,3,0,2,6,8.0,1,0,6,0,5,2,0,7,7,4,1,640.8
14447,2,3,6,5,10,6,5,5,2,5,5.0,8,10,7,0,1,1,10,4,10,3,1,696.8
14448,4,1,6,10,10,10,3,3,2,7,1.0,10,10,7,0,5,1,7,3,4,3,0,692.1
14449,1,4,5,10,5,10,3,0,1,7,2.0,10,1,6,0,5,2,10,0,3,3,1,668.1
14450,1,1,10,4,10,10,3,4,1,10,2.0,3,3,8,0,0,2,10,2,6,1,1,714.7
14451,4,2,10,4,10,10,4,5,1,10,10.0,10,10,7,5,1,1,10,10,7,3,0,751.6
14452,3,1,2,10,8,10,7,5,2,7,8.0,10,5,8,5,1,2,10,6,10,4,1,733.1
14453,1,4,2,10,6,6,10,5,2,8,5.0,3,5,7,2,3,2,10,6,2,3,1,680.5
14454,2,3,10,5,10,3,3,5,1,10,1.0,5,3,8,5,1,2,5,1,7,2,1,687.9
14455,5,3,8,5,9,6,8,5,2,7,9.0,9,8,6,5,2,2,10,9,10,4,0,735.9
14456,3,3,2,10,6,10,5,5,2,9,9.0,6,5,7,0,5,2,10,4,5,3,1,704.9
14457,3,4,6,3,10,5,4,5,2,9,4.0,6,1,7,10,1,1,10,4,7,4,1,653.9
14458,1,5,10,5,10,2,10,3,2,7,5.0,10,2,6,5,4,2,5,3,7,2,0,668.1
14459,2,3,6,10,4,10,5,5,1,10,6.0,1,5,6,0,10,1,7,3,10,3,1,683.3
14460,3,3,10,3,3,10,6,5,1,10,6.0,10,4,6,0,3,2,10,9,7,3,0,736.1
14461,4,3,4,3,2,2,2,2,2,7,4.0,4,4,10,2,1,1,3,6,7,2,1,633.7
14462,2,5,3,3,10,10,4,5,2,2,0.0,5,0,9,0,3,2,5,1,3,2,1,642.2
14463,2,4,4,9,7,7,8,4,1,8,4.0,7,4,6,8,8,2,6,2,10,4,1,682.8
14464,2,5,1,1,2,5,8,1,1,8,1.0,2,6,6,1,8,2,10,0,2,3,0,629.1
14465,2,4,3,10,8,10,5,4,2,5,5.0,5,1,7,10,7,2,10,8,4,3,1,662.2
14466,5,3,3,5,4,6,3,1,2,6,3.0,6,1,8,3,2,2,5,2,4,2,1,643.9
14467,4,3,2,3,1,1,4,2,1,8,1.0,1,7,5,0,3,2,7,5,10,2,0,661.0
14468,5,3,10,5,5,3,5,1,1,4,2.0,10,6,7,0,0,2,4,5,10,2,0,704.0
14469,2,2,2,10,10,4,10,1,2,7,7.0,5,6,6,0,7,2,6,8,0,2,1,675.6
14470,1,1,5,4,2,3,4,4,1,5,2.0,5,1,8,1,4,1,4,1,3,2,0,631.8
14471,3,3,5,5,9,8,6,5,1,10,5.0,7,5,7,0,1,2,10,10,10,3,0,744.2
14472,3,1,7,10,6,5,10,2,2,9,4.0,9,7,8,2,0,2,9,10,5,2,0,726.1
14473,1,4,3,7,4,3,1,5,2,0,2.0,1,1,5,0,5,1,3,2,3,2,1,586.2
14474,4,4,9,10,5,10,1,3,1,7,5.0,10,5,7,0,1,2,8,2,7,2,1,719.3
14475,2,2,5,3,3,10,1,5,2,5,9.0,5,1,7,0,1,2,10,9,5,3,1,686.0
14476,2,4,2,7,7,9,4,1,2,4,0.0,2,0,6,10,7,2,5,4,5,4,0,607.0
14477,3,2,5,8,5,10,5,2,1,6,1.0,3,2,6,2,2,2,8,2,7,3,0,682.0
14478,2,5,1,4,10,10,4,5,2,5,2.0,10,4,2,0,10,1,10,5,2,3,0,636.7
14479,5,1,3,10,6,9,6,3,1,9,8.0,10,10,8,0,2,2,10,9,7,3,1,763.7
14480,1,3,9,9,10,10,7,5,2,9,7.0,2,3,7,0,1,2,10,7,7,4,0,719.4
14481,2,4,5,8,3,1,3,0,2,3,2.0,2,2,5,0,1,1,2,0,0,3,1,581.3
14482,3,2,6,1,5,1,3,2,1,1,1.0,10,2,8,5,0,2,4,4,4,3,0,651.5
14483,3,3,5,1,5,8,7,3,1,5,1.0,7,3,7,5,7,2,10,1,5,3,0,664.3
14484,2,1,5,5,8,2,10,5,2,10,4.0,5,5,7,0,2,2,10,5,10,4,1,709.8
14485,2,5,3,5,6,9,2,2,2,8,2.0,10,4,6,10,10,2,4,4,2,2,1,620.5
14486,3,2,6,7,8,10,9,2,2,7,9.0,8,8,8,0,1,2,6,8,6,2,1,725.9
14487,2,1,7,3,5,5,8,3,2,7,8.0,6,9,6,2,4,1,7,6,10,3,0,680.9
14488,3,4,0,4,3,10,1,1,2,4,2.0,10,3,7,0,3,1,0,5,1,2,1,610.5
14489,2,2,3,7,10,8,3,5,2,7,6.0,5,5,7,0,2,2,3,5,10,2,1,694.5
14490,2,5,10,10,10,10,10,5,2,7,3.0,5,5,5,10,1,2,10,3,10,3,0,700.9
14491,0,4,0,3,6,4,4,5,1,6,3.0,1,3,6,10,2,2,6,2,1,2,1,622.1
14492,1,1,10,10,2,1,2,2,1,4,5.0,8,2,5,0,0,2,10,2,10,2,0,691.3
14493,1,2,10,5,2,2,2,2,1,4,5.0,8,2,5,0,0,2,10,2,10,2,0,681.1
14494,4,2,3,3,8,4,1,2,1,7,1.0,8,1,8,0,3,1,4,2,4,2,1,647.7
14495,1,2,9,10,5,8,4,2,1,1,1.0,10,2,8,0,2,2,4,2,8,4,1,687.2
14496,4,4,8,4,6,6,6,2,1,8,4.0,5,5,7,10,3,2,10,2,3,3,1,674.1
14497,3,1,0,7,4,10,2,3,2,3,8.0,8,3,6,8,0,2,5,2,7,4,0,660.9
14498,5,2,5,5,2,4,2,4,1,2,1.0,5,4,8,0,1,2,9,2,10,4,0,686.2
14499,3,4,5,9,10,10,4,5,2,6,7.0,6,5,6,0,1,2,10,8,7,3,0,716.6
14500,1,4,1,6,3,10,6,3,1,6,5.0,10,8,7,0,6,2,7,2,6,2,1,685.3
14501,3,3,10,10,10,4,7,5,2,6,1.0,4,0,8,0,0,2,10,2,7,4,1,697.9
14502,3,3,10,3,10,7,9,5,2,10,8.0,5,9,8,7,3,2,10,8,5,4,1,720.2
14503,2,1,0,5,4,4,4,1,2,0,2.0,1,2,6,9,0,1,3,6,2,3,1,586.4
14504,3,5,3,3,7,10,6,3,2,3,3.0,8,8,6,5,3,2,2,1,1,2,0,640.5
14505,5,3,1,5,10,2,2,5,1,7,0.0,6,1,7,0,2,2,10,8,5,2,1,693.0
14506,2,3,3,7,7,9,8,3,1,6,7.0,5,6,8,8,3,2,6,7,6,2,1,696.4
14507,4,4,1,3,8,6,2,3,2,7,7.0,1,1,6,0,7,1,5,1,0,3,1,608.5
14508,1,2,1,10,5,10,3,1,2,5,5.0,3,7,8,2,1,2,4,5,10,2,1,670.5
14509,4,4,5,5,8,5,9,3,1,9,8.0,6,8,7,0,6,2,9,3,9,4,1,718.5
14510,3,1,0,10,3,10,1,5,2,1,1.0,4,5,5,5,10,2,8,1,10,3,1,644.6
14511,4,2,2,6,10,10,4,3,1,3,1.0,3,1,8,0,3,1,4,1,4,2,1,655.2
14512,5,1,4,7,5,6,3,1,1,8,1.0,5,5,9,0,2,2,9,8,1,2,1,698.3
14513,2,3,2,6,6,10,2,2,1,3,5.0,2,3,7,0,3,2,10,3,10,2,1,678.6
14514,2,4,3,2,4,4,5,3,2,6,5.0,8,9,6,0,5,2,5,0,0,3,1,638.8
14515,0,5,0,5,6,10,0,5,2,6,0.0,3,0,5,6,0,2,0,0,2,3,1,598.5
14516,3,4,2,5,10,10,4,2,2,10,8.0,6,5,7,0,9,1,5,8,5,2,1,662.4
14517,2,0,8,8,4,7,4,1,1,9,8.0,10,5,8,5,6,2,5,9,9,2,0,716.1
14518,3,5,3,10,9,6,5,5,1,5,5.0,5,3,5,10,1,1,5,6,5,4,1,660.1
14519,4,1,5,10,8,4,4,4,1,9,2.0,6,2,8,0,1,2,5,2,3,4,1,701.7
14520,4,2,5,5,1,5,4,2,1,5,5.0,10,2,9,3,7,2,3,2,3,2,1,661.9
14521,5,3,2,8,8,8,5,4,2,9,8.0,7,10,7,0,8,2,5,7,7,2,1,708.5
14522,4,2,7,10,7,10,6,3,1,9,4.0,5,6,8,7,5,2,4,5,6,3,1,708.3
14523,2,2,2,9,9,5,4,4,2,7,4.0,5,5,8,6,2,2,6,5,5,4,1,672.6
14524,2,4,4,6,9,9,10,4,1,9,10.0,8,8,4,5,5,2,10,9,4,4,1,723.4
14525,1,5,0,5,2,2,2,0,1,1,0.0,2,1,10,10,9,1,2,0,10,2,1,563.6
14526,1,3,2,5,5,10,3,4,2,3,7.0,6,5,5,7,1,2,2,10,3,2,0,651.8
14527,2,3,3,5,5,6,4,4,1,3,5.0,8,2,8,0,3,2,5,3,8,2,0,680.0
14528,4,2,7,10,10,10,10,4,2,10,8.0,7,5,8,0,2,2,10,8,6,4,0,749.5
14529,2,3,3,10,6,5,7,3,2,5,6.0,3,4,8,4,2,1,4,6,7,2,0,651.8
14530,1,5,2,4,2,4,0,4,1,1,1.0,5,0,9,10,0,2,2,1,5,2,1,608.2
14531,5,1,8,6,10,6,10,1,1,10,9.0,9,10,6,1,1,2,10,10,10,4,1,771.6
14532,2,1,2,5,7,6,2,1,1,3,1.0,5,3,7,0,2,1,4,3,7,2,1,643.5
14533,4,4,5,5,7,7,8,3,1,7,8.0,5,8,7,10,8,2,8,4,6,4,1,687.7
14534,5,3,5,8,10,10,7,5,2,9,6.0,10,1,7,3,4,2,10,7,10,4,1,729.5
14535,5,1,10,7,10,5,2,2,1,5,2.0,10,5,7,0,2,2,5,2,10,3,1,717.6
14536,2,3,10,10,8,10,4,0,1,9,3.0,8,2,8,1,0,2,5,1,3,2,1,697.0
14537,3,3,3,4,1,5,4,0,1,7,0.0,4,1,7,0,1,2,5,1,2,2,0,636.5
14538,3,4,7,7,4,8,4,0,1,9,1.0,4,3,7,0,3,2,6,3,7,2,0,673.9
14539,2,4,10,9,4,7,5,3,1,7,3.0,2,1,8,1,3,2,4,2,4,2,1,672.0
14540,5,1,10,8,4,8,5,2,1,7,2.0,8,2,8,0,2,2,6,7,5,2,0,717.4
14541,2,0,0,0,0,1,5,3,2,3,2.0,1,4,7,0,4,1,3,6,10,2,0,610.4
14542,5,3,7,8,10,4,2,5,1,10,2.0,4,0,8,0,3,1,3,2,10,2,1,684.3
14543,4,4,4,6,7,10,2,3,2,7,4.0,5,2,8,0,3,1,3,3,4,2,1,645.4
14544,5,5,10,7,5,5,4,3,1,10,2.0,6,5,7,3,1,2,10,10,10,2,0,721.9
14545,5,2,0,3,3,5,3,1,1,7,2.0,8,5,8,5,1,2,3,3,8,4,1,666.4
14546,1,3,5,10,8,10,10,4,1,5,6.0,5,7,9,2,5,2,5,5,5,2,1,711.9
14547,3,1,1,10,10,10,8,5,2,9,5.0,8,10,7,0,2,2,2,8,10,4,1,734.2
14548,4,2,8,5,10,5,10,5,1,7,3.0,4,0,7,0,0,2,8,3,10,4,1,723.2
14549,4,3,1,3,7,5,8,5,2,7,7.0,5,0,8,4,3,2,10,7,3,3,1,676.0
14550,4,3,2,3,0,2,0,0,1,5,1.0,3,4,7,0,3,2,3,1,7,3,0,626.1
14551,1,4,0,5,2,6,7,0,2,2,1.0,2,6,8,0,6,2,4,6,1,3,1,610.8
14552,5,2,5,10,10,2,0,3,1,7,4.0,5,3,6,0,5,2,10,5,10,4,1,706.2
14553,1,3,2,2,2,10,1,1,1,1,5.0,4,0,7,0,0,1,2,1,8,2,1,619.5
14554,4,2,4,5,5,3,8,3,1,10,3.0,10,5,5,0,1,2,5,3,6,3,1,701.9
14555,1,5,1,8,2,3,8,1,2,4,0.0,7,1,8,0,1,2,4,0,1,4,1,615.2
14556,2,3,5,5,8,9,8,2,2,4,5.0,5,6,6,3,3,1,7,4,3,4,1,650.1
14557,2,3,4,9,6,6,8,3,2,7,5.0,7,7,7,1,3,2,3,4,4,3,0,677.9
14558,1,5,5,4,8,3,3,3,2,2,4.0,10,6,6,10,2,2,3,3,5,3,0,629.0
14559,2,1,4,4,8,7,8,4,2,5,4.0,6,3,5,1,2,1,8,5,4,3,0,662.0
14560,2,5,1,2,8,10,0,5,2,8,2.0,5,0,8,4,5,2,5,8,2,3,1,638.6
14561,3,5,1,2,10,10,2,2,2,8,8.0,5,0,8,4,4,2,5,8,8,3,1,660.7
14562,3,3,4,10,7,10,5,0,2,8,2.0,6,10,8,0,3,2,5,10,10,3,1,703.4
14563,2,1,10,10,10,10,10,2,1,10,10.0,10,10,7,0,1,2,10,10,10,3,0,789.0
14564,3,3,6,10,10,10,10,3,2,6,7.0,6,5,9,3,3,2,10,5,9,2,1,722.3
14565,2,4,0,0,3,3,5,5,2,4,2.0,10,0,5,10,1,1,5,4,4,2,0,598.2
14566,4,0,10,3,10,5,8,4,1,7,8.0,10,0,7,0,0,2,10,8,10,4,0,755.0
14567,4,1,4,5,3,3,7,4,2,9,3.0,9,7,8,0,1,2,6,4,4,3,0,692.1
14568,1,5,0,10,10,10,10,1,2,6,5.0,10,0,5,10,3,1,5,3,0,3,1,623.7
14569,4,3,7,10,10,8,8,5,2,5,6.0,10,7,7,0,3,2,6,4,5,3,1,721.0
14570,2,1,8,10,8,10,10,5,1,10,8.0,1,10,9,0,0,2,8,7,0,4,0,751.9
14571,1,2,2,7,4,1,0,0,1,9,0.0,5,0,9,0,4,2,5,4,10,4,1,649.0
14572,1,2,5,3,7,3,8,5,2,7,10.0,10,10,6,5,2,2,8,1,7,2,0,693.6
14573,4,2,2,3,9,6,2,4,1,7,5.0,3,3,8,0,2,1,3,2,6,2,0,663.7
14574,1,5,0,10,10,10,3,5,1,0,7.0,1,1,8,10,10,1,6,6,1,3,1,622.5
14575,2,2,4,7,9,8,5,4,2,7,5.0,4,1,8,8,3,2,5,8,3,3,1,667.3
14576,1,5,0,10,10,10,6,5,1,1,2.0,1,1,7,10,10,1,8,5,4,3,1,625.7
14577,2,4,10,7,5,3,10,3,1,5,2.0,8,1,8,10,3,2,10,2,4,2,0,673.2
14578,5,5,5,3,10,8,10,0,1,4,2.0,8,1,8,2,10,1,10,3,10,2,1,666.4
14579,4,3,5,6,3,4,3,5,2,7,2.0,5,3,6,3,3,2,7,2,9,2,1,662.0
14580,2,2,1,4,5,10,5,4,2,8,10.0,6,3,7,10,1,2,5,9,7,2,0,677.7
14581,3,3,4,10,10,10,10,5,1,5,7.0,10,5,7,0,1,2,10,10,5,3,1,755.0
14582,2,2,3,6,2,8,8,5,1,4,3.0,7,10,6,0,8,2,5,1,7,3,0,686.2
14583,2,1,5,5,8,4,5,4,1,7,4.0,3,7,8,1,1,1,8,7,7,3,0,692.6
14584,4,3,2,5,5,8,3,2,2,5,5.0,10,8,8,8,9,1,3,8,10,2,1,648.1
14585,3,4,10,6,5,10,10,5,1,8,2.0,7,5,8,0,2,2,10,5,9,3,1,735.9
14586,5,5,6,1,10,10,0,5,2,5,1.0,10,0,7,1,1,2,2,2,1,3,0,654.7
14587,3,3,5,4,10,6,9,4,1,5,4.0,4,2,7,7,2,2,9,4,9,2,1,694.3
14588,3,3,3,3,3,10,4,3,2,4,3.0,6,1,6,0,1,2,8,4,7,2,1,660.5
14589,5,1,10,9,3,3,10,3,1,2,8.0,10,5,6,0,0,2,10,2,1,3,0,722.5
14590,5,3,3,6,10,10,5,2,2,7,5.0,10,2,7,10,2,2,4,5,4,2,1,673.4
14591,3,3,6,8,8,8,6,2,2,5,1.0,9,7,7,0,5,1,7,2,6,3,1,664.7
14592,3,1,10,5,2,4,4,1,2,7,1.0,1,1,8,0,10,1,3,1,7,3,1,614.0
14593,1,4,0,0,2,4,2,1,1,3,3.0,5,0,6,10,0,2,2,2,3,4,1,594.0
14594,1,4,2,6,3,2,3,3,2,5,4.0,2,5,5,10,2,2,9,8,6,3,1,627.2
14595,2,2,2,10,10,10,8,3,2,6,6.0,10,5,7,0,3,1,7,7,7,2,1,697.2
14596,3,3,6,8,10,5,6,1,2,6,3.0,9,5,6,5,4,2,10,2,10,4,1,681.5
14597,5,2,7,5,5,8,1,3,1,8,5.0,5,1,8,0,5,2,5,1,3,2,1,681.1
14598,2,2,2,10,10,10,2,5,1,10,4.0,2,1,7,0,5,1,10,5,10,2,1,695.6
14599,2,4,6,3,9,10,8,4,1,7,4.0,8,5,6,0,5,2,7,6,7,4,0,708.5
14600,4,2,6,10,10,10,10,5,2,8,3.0,3,5,9,0,2,2,5,4,7,3,1,720.0
14601,4,3,2,6,4,10,4,0,2,7,1.0,4,2,8,0,5,2,10,2,5,3,0,652.0
14602,2,2,10,10,10,10,10,5,2,8,5.0,5,10,6,0,5,2,10,5,10,3,1,740.2
14603,2,3,8,10,5,4,5,2,1,4,5.0,5,3,10,0,7,2,8,3,8,3,1,688.3
14604,2,2,3,3,10,6,1,5,1,10,1.0,3,5,8,0,3,2,2,2,3,3,1,672.2
14605,2,2,3,5,3,4,3,1,2,7,1.0,9,10,7,0,1,2,3,1,7,2,0,656.2
14606,1,5,2,4,4,4,5,3,2,6,2.0,5,7,6,6,8,2,10,3,4,3,1,624.6
14607,4,1,3,7,5,7,9,4,2,8,9.0,10,7,8,0,1,2,7,8,8,4,0,733.1
14608,2,3,2,8,4,7,5,2,2,7,3.0,5,3,6,0,5,2,8,2,5,4,0,651.8
14609,1,3,4,5,3,10,4,3,2,9,4.0,6,3,7,0,5,2,1,6,7,4,1,659.0
14610,4,2,7,5,6,7,5,4,2,9,2.0,6,5,8,0,2,2,5,4,5,4,1,689.8
14611,4,0,8,7,8,7,6,4,2,10,10.0,8,8,8,6,1,2,2,8,8,3,0,729.3
14612,2,4,5,4,6,3,7,3,1,10,0.0,5,3,9,5,7,2,7,1,2,3,1,652.4
14613,1,2,3,8,10,5,4,2,1,9,10.0,6,5,6,7,1,2,10,8,7,2,1,708.1
14614,2,5,0,1,5,4,1,1,2,4,2.0,3,0,7,10,8,1,2,10,2,2,0,561.5
14615,2,3,3,6,8,10,3,3,2,1,7.0,10,5,7,7,7,2,4,8,10,2,1,670.0
14616,3,2,3,6,6,6,6,2,2,6,4.0,3,5,8,10,2,2,5,5,10,2,1,660.3
14617,3,2,10,7,3,10,3,2,1,8,2.0,5,1,7,8,1,2,4,1,7,2,0,674.1
14618,4,5,1,1,10,10,0,5,1,8,4.0,9,0,6,10,0,1,1,0,1,2,1,630.5
14619,5,2,10,5,10,2,10,0,1,8,4.0,5,1,7,0,2,1,10,1,7,2,0,689.4
14620,2,3,0,4,4,5,3,3,2,4,1.0,5,1,7,10,2,2,2,1,7,3,1,607.8
14621,5,4,3,10,10,4,0,5,1,6,1.0,6,0,7,10,10,2,3,0,10,4,1,652.2
14622,3,3,1,6,5,6,3,3,2,2,5.0,1,5,6,0,2,1,4,5,6,3,0,628.9
14623,2,5,10,5,10,10,10,5,2,9,4.0,5,5,5,5,1,2,10,3,4,3,0,695.8
14624,2,5,10,4,10,10,10,5,2,9,4.0,5,5,5,5,1,2,10,3,3,3,0,692.4
14625,3,3,7,10,9,9,10,4,2,5,5.0,8,7,7,5,6,2,7,8,6,2,1,708.7
14626,1,2,2,7,9,7,5,3,2,3,2.0,2,1,7,0,1,1,7,3,6,2,1,637.8
14627,3,5,2,10,5,10,0,5,1,9,1.0,5,1,5,3,8,1,5,2,10,3,0,648.2
14628,3,3,1,4,8,10,1,5,2,9,3.0,8,2,7,5,2,1,2,2,10,4,1,649.2
14629,0,3,1,5,1,5,3,1,2,5,5.0,6,10,7,10,2,1,4,6,8,2,1,614.8
14630,4,3,5,2,10,1,3,3,1,6,1.0,4,5,7,5,2,2,3,5,7,3,0,665.4
14631,2,1,3,10,10,10,3,5,2,5,8.0,10,5,9,0,2,2,2,4,9,3,1,714.6
14632,2,3,1,7,4,2,10,1,2,7,2.0,3,2,8,0,1,1,10,1,9,1,1,639.9
14633,3,4,0,7,10,10,4,5,2,3,1.0,9,0,8,0,1,2,7,4,5,2,1,675.1
14634,4,5,2,2,5,4,2,5,2,2,3.0,6,0,6,0,6,2,3,1,5,4,1,619.7
14635,1,3,0,0,6,5,2,2,2,2,1.0,6,0,6,10,0,1,5,0,2,3,1,572.1
14636,0,1,1,3,10,8,3,3,2,7,4.0,1,4,9,10,3,2,5,2,4,3,1,634.6
14637,2,2,1,1,2,1,0,4,2,7,1.0,8,5,9,0,9,1,1,1,8,2,0,605.4
14638,3,0,0,3,2,2,3,0,1,2,1.0,5,0,9,0,0,1,5,10,6,1,0,638.8
14639,1,4,1,3,1,5,2,1,2,5,2.0,1,0,7,5,2,1,7,3,5,2,1,581.5
14640,1,3,7,2,3,9,6,2,1,7,2.0,7,5,8,10,8,2,4,2,5,2,1,647.5
14641,3,3,6,10,7,6,5,5,1,7,0.0,10,10,7,4,4,2,5,4,7,3,1,710.8
14642,2,5,2,4,2,7,0,4,2,8,1.0,2,4,8,0,5,1,1,1,9,3,1,607.4
14643,1,4,2,4,10,9,1,3,2,8,5.0,5,5,7,3,4,2,10,2,7,4,1,662.2
14644,1,2,0,6,6,8,10,5,1,5,5.0,1,7,6,10,5,1,3,8,5,2,1,652.7
14645,4,5,3,4,10,10,5,5,2,4,8.0,5,10,8,10,2,2,2,3,5,3,1,670.9
14646,2,3,0,6,2,2,5,0,2,2,3.0,1,5,8,5,1,1,5,1,0,2,1,583.4
14647,4,4,3,5,6,5,5,4,2,6,5.0,3,5,5,4,6,2,6,6,6,4,0,654.6
14648,4,3,5,10,10,10,2,0,2,9,3.0,9,2,8,0,2,2,4,4,6,2,1,687.0
14649,4,2,2,10,7,6,2,2,2,7,3.0,10,3,7,0,3,2,4,5,6,2,1,678.5
14650,4,3,10,10,10,10,5,3,1,8,4.0,6,5,8,0,3,2,5,8,4,2,0,730.6
14651,5,5,10,2,4,10,5,5,1,3,2.0,10,10,7,0,2,2,0,4,9,2,0,707.4
14652,2,5,2,2,7,10,5,3,1,3,3.0,7,5,6,3,1,2,8,5,6,4,0,674.3
14653,4,4,2,3,9,2,2,5,1,7,2.0,5,1,7,0,3,2,3,3,7,2,1,665.6
14654,4,3,2,10,6,3,2,2,2,8,3.0,2,4,8,0,3,1,7,3,5,2,1,641.4
14655,5,2,10,8,2,7,5,2,1,10,2.0,6,5,8,0,2,2,3,3,10,1,1,711.9
14656,5,3,10,10,10,5,10,5,1,9,2.0,10,5,7,0,1,2,10,8,8,4,1,763.5
14657,5,3,6,8,6,10,5,2,1,8,2.0,10,5,8,0,0,2,10,6,7,1,1,733.1
14658,3,4,10,5,10,2,9,1,1,8,1.0,10,4,8,4,3,1,10,1,2,1,1,671.9
14659,2,5,1,0,4,2,2,5,1,5,1.0,2,1,5,7,4,2,4,3,10,2,0,618.7
14660,1,3,0,1,2,2,3,4,1,3,1.0,1,5,7,0,10,1,2,2,5,2,1,593.4
14661,3,1,7,7,5,4,6,2,1,8,1.0,3,2,8,0,1,2,5,5,4,3,1,685.8
14662,5,2,4,8,10,10,9,4,1,9,1.0,10,0,7,5,8,2,8,2,10,4,1,715.9
14663,5,2,4,8,10,10,8,4,1,9,1.0,10,0,7,5,4,2,8,2,10,4,1,721.0
14664,5,5,4,4,10,10,3,2,2,9,1.0,1,7,7,5,0,2,5,0,1,4,1,649.5
14665,4,2,3,2,1,10,1,0,1,7,0.0,7,1,7,0,4,2,4,2,8,4,0,654.1
14666,5,1,10,10,3,4,7,5,1,8,3.0,1,6,7,0,0,2,2,10,2,2,0,717.5
14667,5,1,10,10,4,7,7,5,1,8,1.0,1,6,7,0,3,2,1,10,1,2,0,712.4
14668,3,3,4,7,6,10,0,5,1,6,6.0,6,7,8,3,0,2,6,0,9,2,1,703.4
14669,3,3,4,10,9,10,3,4,2,8,4.0,10,0,5,0,7,2,10,8,7,3,1,698.5
14670,3,4,0,10,8,8,4,4,1,5,9.0,10,4,7,3,4,2,6,4,7,1,1,702.3
14671,4,4,0,9,7,8,5,3,1,5,8.0,10,3,7,3,4,2,5,4,5,1,1,692.1
14672,5,4,0,4,10,10,3,3,1,3,0.0,2,2,7,0,7,2,7,0,0,4,1,646.3
14673,1,2,2,6,6,5,4,2,1,10,6.0,4,5,8,5,1,2,6,6,5,4,1,680.9
14674,4,3,2,4,10,10,5,3,2,6,4.0,6,6,7,0,2,2,7,6,7,4,1,693.0
14675,2,2,10,10,10,10,5,5,2,8,8.0,10,4,8,2,4,2,5,7,10,2,1,733.1
14676,2,3,5,2,10,10,3,5,2,5,8.0,5,5,8,0,3,2,5,6,10,2,1,694.7
14677,5,4,0,2,10,10,3,1,2,8,6.0,5,2,8,10,2,2,8,7,5,4,0,659.0
14678,3,2,5,0,1,1,0,0,1,0,0.0,1,0,8,10,8,2,0,0,0,4,0,563.0
14679,5,1,6,8,10,10,7,5,1,10,7.0,10,9,8,0,1,2,10,10,5,4,1,780.7
14680,3,3,4,5,4,4,4,0,1,8,3.0,10,5,6,5,6,2,0,5,6,2,0,654.5
14681,1,3,0,5,4,8,5,1,1,5,5.0,2,2,6,0,9,2,7,3,4,3,1,639.3
14682,1,5,1,2,2,1,0,0,1,4,1.0,1,0,6,0,5,2,2,0,3,4,1,579.6
14683,1,4,7,7,4,4,5,1,1,8,1.0,8,2,7,0,1,1,4,3,5,3,1,649.2
14684,2,2,3,5,6,10,7,3,2,6,7.0,8,10,8,0,4,1,7,10,9,3,1,697.0
14685,2,1,3,4,0,3,2,0,2,3,4.0,7,0,8,0,0,1,2,1,3,2,1,601.6
14686,2,2,2,4,4,10,4,3,2,5,7.0,4,9,7,5,5,2,5,6,2,2,1,656.9
14687,2,4,6,4,4,7,5,5,1,6,7.0,6,2,5,0,5,1,8,3,5,3,1,663.7
14688,3,4,2,4,6,8,6,3,2,6,5.0,5,5,8,10,3,2,5,3,6,3,1,648.8
14689,0,5,0,5,5,10,4,1,2,7,6.0,2,5,7,0,10,1,5,2,5,4,1,605.5
14690,3,5,4,6,6,6,8,5,1,8,1.0,10,10,5,5,8,2,10,6,5,2,1,696.8
14691,1,4,1,7,8,4,5,5,2,7,3.0,1,5,8,4,4,2,6,1,2,3,1,637.8
14692,0,5,0,2,10,10,5,5,1,8,3.0,8,2,5,10,3,2,3,10,7,4,1,665.8
