,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE,ACHIEVEMENT
20782,2,2,4,4,5,10,3,1,8,1.2951472868038152,8,2,7,0,0,1,4,4,10,2,0,692.3312651162469,7
20783,1,3,8,4,6,8,1,1,8,4.81120828154291,3,1,7,0,2,1,8,4,7,2,1,679.3252186334715,7
20784,3,1,6,6,5,6,4,1,5,8.465550958377513,4,9,5,1,1,2,7,7,10,2,0,729.6603347124868,7
20785,3,4,2,7,9,9,4,2,7,3.934373855425987,9,2,7,9,0,2,6,2,9,3,1,688.5490598674799,7
20786,2,3,4,4,6,8,3,1,6,7.6430258948148815,5,6,6,0,5,1,7,6,5,1,0,695.303900494889,7
20787,3,2,10,3,9,9,2,1,6,8.512665883045102,2,5,6,0,1,2,8,2,8,2,0,722.697466823391,7
20788,1,2,7,8,5,6,4,1,8,3.181214356642906,3,10,7,0,1,1,3,4,4,2,0,681.2436430699288,7
20789,1,2,2,5,2,2,1,1,4,7.242473750934853,8,3,7,1,1,1,8,8,6,1,1,667.996989500374,7
20790,1,1,3,5,8,9,1,2,0,1.0041179193825336,1,2,5,9,3,1,5,0,1,2,1,596.405662139151,7
20791,4,2,8,5,3,3,1,1,3,2.1589382832767567,7,3,7,9,2,2,6,5,4,3,1,666.4384074249152,7
20792,2,2,4,6,6,6,1,2,4,2.0,6,4,7,1,0,2,4,2,4,2,1,663.2091012417992,7
20793,3,2,6,8,10,9,1,1,6,2.0,7,10,7,1,2,1,6,3,6,3,0,720.2551894508904,7
20794,3,2,9,8,9,10,2,1,7,5.795612760612562,9,2,7,0,1,2,9,5,8,1,0,729.1467095704594,7
20795,4,0,4,4,6,5,2,2,7,3.72895112769217,10,3,7,0,1,2,4,8,4,2,1,700.7708419548923,7
20796,2,2,10,6,10,10,1,1,4,5.0,7,1,5,7,1,1,8,2,7,1,0,681.0162144577271,7
20797,3,2,4,5,6,6,3,2,7,7.0,6,6,5,1,3,1,7,7,7,3,0,697.57814453606,7
20798,2,4,5,4,5,5,4,1,8,7.0,7,3,6,7,2,1,9,6,3,2,1,673.485526934634,7
20799,4,3,10,8,9,10,2,1,7,5.839947164672472,8,2,7,0,0,2,9,4,9,1,0,729.5720898200567,7
20800,2,3,6,5,10,7,4,1,6,3.3184683400504134,9,0,7,1,5,2,6,2,5,2,0,685.1636936680101,7
20801,3,4,5,10,10,10,4,1,7,5.769946316968566,5,6,8,6,4,2,7,4,9,2,0,721.255849687512,7
20802,2,3,10,3,7,10,4,1,8,6.868664873590622,7,9,6,0,5,1,9,5,5,2,1,715.2313351264094,7
20803,1,1,4,7,4,3,2,1,6,2.8680543225322928,6,2,5,3,0,1,2,8,4,2,0,675.2833303740775,7
20804,1,4,4,5,4,9,2,1,9,5.0,10,2,7,2,2,1,3,3,5,1,0,676.9323480476155,7
20805,3,3,4,7,8,7,4,1,8,7.0,8,8,7,7,3,2,9,6,6,2,1,717.212520925499,7
20806,1,4,9,3,7,10,4,2,4,5.193810200921057,3,5,5,10,3,1,10,6,5,3,1,655.6599357856842,7
20807,3,0,10,8,6,10,4,1,9,7.7285735328434555,8,9,8,0,0,2,10,7,10,1,0,765.3176181357679,7
20808,2,2,2,2,4,3,3,1,3,5.142639907907501,5,2,6,0,3,2,6,6,7,3,0,675.200608257859,7
20809,4,1,4,6,6,5,2,2,7,6.929040944540417,5,6,5,1,2,2,6,6,7,2,0,697.6538766139513,7
20810,1,3,8,6,6,8,2,1,3,6.0,4,1,7,9,1,1,3,6,6,2,1,660.1194825685905,7
20811,4,2,3,4,4,4,2,1,6,3.5577012376190895,9,2,7,6,2,2,8,3,3,3,0,677.4634481435713,7
20812,2,1,2,2,3,2,4,1,2,2.247807961980522,7,1,8,0,1,2,9,2,5,4,0,675.2559759952476,7
20813,4,3,7,8,10,9,5,1,8,7.396286297809363,4,8,7,0,0,2,9,2,9,3,1,742.7018568510953,7
20814,3,4,5,6,5,7,3,1,6,6.0,4,1,4,8,8,2,7,8,4,1,1,672.2542897148962,7
20815,3,3,5,8,4,3,3,1,4,2.2541629879690355,2,5,5,6,3,2,9,2,5,2,0,669.9033303903752,7
20816,2,3,4,7,5,10,0,1,6,9.599281712902574,9,2,5,0,3,2,8,1,3,3,0,700.6203950579036,7
20817,5,3,9,9,9,9,4,1,8,2.527508746037876,4,0,7,6,3,1,2,4,9,1,1,696.1055017492075,7
20818,4,3,9,8,10,5,5,1,6,3.7149240402022476,7,5,7,8,2,2,8,6,6,2,1,712.5846291316561,7
20819,1,1,4,5,4,10,1,1,6,6.125500572686765,8,10,7,2,5,1,6,9,7,2,0,698.5740989691639,7
20820,3,4,4,6,9,9,2,2,7,3.585402619692462,9,10,6,9,4,1,8,6,4,3,0,678.302483143631,7
20821,2,2,5,8,2,6,0,1,8,2.0,4,1,7,0,4,2,6,2,6,2,0,675.5060169206283,7
20822,1,4,10,6,7,3,5,1,6,3.522262785162207,2,2,8,0,1,2,10,2,9,2,1,697.5636982953117,7
20823,5,2,2,3,5,4,2,1,4,3.388896252171177,9,0,8,6,1,1,8,4,3,3,0,676.8407402498552,7
20824,4,1,9,8,8,6,4,1,7,2.0911644904061917,10,2,7,2,2,2,4,2,7,2,0,720.5350610989284,7
20825,4,3,6,8,5,6,1,1,7,2.0,8,6,8,1,8,1,8,1,7,2,0,680.9529243869895,7
20826,3,2,7,6,4,10,1,1,8,5.4536936346052824,4,1,7,10,1,1,2,4,8,3,1,664.7916757288552,7
20827,3,2,9,6,10,8,5,1,6,5.060708787456512,7,3,7,10,2,1,10,3,8,2,0,705.1271494550522,7
20828,2,3,3,9,2,7,5,1,7,5.9285524300867225,3,1,9,0,5,1,6,6,9,3,1,684.3678751914176,7
20829,3,3,7,3,9,9,2,2,8,3.2032021721359722,4,4,6,0,0,2,6,6,5,2,1,693.0908873852622,7
20830,1,3,1,4,7,4,1,1,5,2.882503920030434,2,3,6,0,0,1,3,3,6,2,1,651.2353343786748,7
20831,3,4,5,6,6,9,4,2,7,4.9118360349599115,7,2,7,4,3,2,6,4,6,3,0,684.7528983790241,7
20832,3,2,5,4,10,10,5,1,8,3.194932418317334,9,4,6,0,2,2,9,4,6,2,1,732.8610135163365,7
20833,2,3,7,5,5,9,4,2,7,3.0,2,5,8,9,3,2,9,4,3,3,0,669.8178069258406,7
20834,3,3,9,5,10,6,1,1,9,4.0,2,3,7,10,0,2,7,8,5,2,1,698.3992735220047,7
20835,2,2,10,3,9,8,1,1,8,4.0036955054992776,4,1,8,10,3,1,2,2,3,1,1,657.1075141945153,7
20836,1,1,7,8,4,6,3,1,7,8.803345469755147,9,2,7,0,1,2,10,4,4,1,0,726.0196654530245,7
20837,1,3,6,5,4,5,1,1,6,2.3926935517373287,10,1,6,8,4,2,2,4,7,2,0,652.4351580759069,7
20838,4,3,10,8,6,10,1,1,7,5.247539955603375,8,4,7,0,0,2,7,2,9,1,0,730.5791820754743,7
20839,2,2,3,4,6,3,1,1,5,4.233650690332792,2,4,7,10,2,2,6,2,5,2,1,642.2609840779081,7
20840,2,2,6,6,3,5,0,1,7,6.2255401424437355,8,6,5,0,2,2,7,8,7,3,0,700.9527314017363,7
20841,0,3,5,6,10,10,5,1,7,4.32165093815638,9,4,7,10,2,1,8,3,9,1,0,708.2797901077013,7
20842,3,3,5,5,4,8,4,1,8,4.651519466802265,7,3,6,5,2,2,6,4,6,2,0,685.8151377062328,7
20843,4,1,10,5,7,6,2,1,7,3.6962981441917004,2,1,8,0,1,2,8,10,9,2,0,730.4192583815089,7
20844,1,1,7,9,5,5,1,1,7,6.7707918166568675,9,3,7,0,1,2,8,7,6,1,0,727.411155395566,7
20845,1,2,2,4,4,8,3,2,5,2.2997402469149666,3,3,7,2,1,1,7,1,1,3,0,640.0670130041133,7
20846,2,2,3,8,9,8,4,2,9,8.937405629611616,4,8,6,6,1,2,4,7,7,3,0,704.6906108444418,7
20847,3,3,6,6,7,9,3,1,4,7.551258071997303,4,9,6,7,0,1,4,6,7,2,1,685.5756290359986,7
20848,3,2,4,10,8,10,4,1,8,7.53540140336419,7,9,8,4,3,1,5,7,4,3,1,710.5070802806729,7
20849,4,0,10,7,9,7,5,1,6,6.0,8,10,7,2,2,2,7,5,9,4,1,760.3071324099174,7
20850,3,2,9,5,3,7,2,1,5,5.626729496720188,6,5,8,3,3,1,5,4,6,1,0,677.941781966448,7
20851,4,3,0,4,4,2,1,2,9,0.10120059251724056,2,2,7,6,0,2,4,1,10,3,0,639.6821610665311,7
20852,3,1,9,6,8,6,5,1,9,3.165662883780805,9,10,7,0,1,2,10,3,9,4,1,742.098795460537,7
20853,5,1,8,6,9,9,5,1,7,2.970951572693479,10,6,8,0,1,2,8,4,8,1,0,756.3168725578596,7
20854,3,1,6,8,8,9,2,2,6,3.7570592676112233,6,3,6,0,3,2,5,5,9,2,1,702.0587636844941,7
20855,1,3,4,2,6,9,5,2,4,4.0,2,5,6,3,6,1,8,1,2,2,0,632.9414919460025,7
20856,2,3,2,6,3,4,0,1,5,4.90781865298464,5,4,7,3,2,2,4,4,5,1,0,660.361727979477,7
20857,3,3,5,8,10,8,5,2,5,2.0,5,4,6,5,0,2,10,7,5,3,1,700.1238579145598,7
20858,2,3,7,5,5,4,3,2,6,3.501676721797434,8,6,6,5,1,1,7,5,5,2,1,656.6528504270556,7
20859,4,2,10,9,6,6,4,1,8,2.291844148070291,3,4,8,0,1,1,4,2,7,2,1,714.5686701333684,7
20860,3,2,10,2,10,10,3,1,6,9.897207595507334,2,4,5,0,0,2,9,1,9,2,0,723.3559693617818,7
20861,3,2,10,4,10,10,5,1,8,5.00366848709085,6,4,7,0,1,2,7,3,5,2,1,734.2119798081144,7
20862,4,1,6,7,9,10,5,1,7,4.0734705477621596,10,5,7,0,1,2,8,6,7,2,0,756.8651014898129,7
20863,2,2,6,8,7,10,2,1,8,7.552930855345226,5,6,7,0,3,1,2,2,5,2,1,690.5329250067075,7
20864,0,4,1,8,0,10,4,1,9,1.2103495799188686,1,1,6,0,0,1,3,4,5,2,0,663.2996642018459,7
20865,1,4,1,4,4,4,0,2,6,4.961950297065481,8,3,8,0,1,1,1,3,2,2,0,634.292390059413,7
20866,1,2,10,7,8,7,2,1,7,1.0,3,4,8,0,2,2,10,3,5,2,0,708.5669260468612,7
20867,3,3,5,1,4,8,3,1,4,1.117524991535227,7,2,6,5,6,2,10,1,4,3,0,664.423401241112,7
20868,2,3,4,8,6,9,0,2,4,6.710334911414634,2,0,6,2,3,1,7,0,6,2,0,631.1475981063024,7
20869,3,2,5,4,4,5,2,1,7,4.0,9,3,8,2,0,2,4,4,8,2,0,701.4849398086448,7
20870,4,4,7,3,5,6,3,1,9,1.0,7,4,9,0,7,1,4,1,7,2,1,684.8771205489505,7
20871,4,4,0,2,3,9,1,2,5,0.4125426722021064,3,9,7,0,7,2,4,1,6,2,0,643.1432337845631,7
20872,4,3,5,4,7,2,5,1,6,5.0,7,7,7,0,4,2,7,5,9,2,0,716.7880129092397,7
20873,4,2,8,7,7,5,3,2,6,5.642198649071728,7,6,7,10,2,2,5,5,8,4,1,694.6697512127047,7
20874,2,3,6,4,4,5,1,1,7,4.644189404438671,9,5,7,1,1,2,5,5,9,2,0,701.0187231128851,7
20875,3,3,4,4,9,9,3,1,8,5.977466386314786,9,9,7,0,0,2,10,5,2,2,1,722.9067600841056,7
20876,3,3,9,7,6,5,4,2,5,6.799140910137706,4,9,7,10,3,2,8,4,9,3,1,693.9375945483856,7
20877,2,3,8,9,7,10,4,1,8,4.772775763290724,3,2,7,4,3,1,4,3,7,1,1,692.4647109018043,7
20878,3,3,10,4,6,9,0,1,8,5.0,4,4,6,0,1,1,2,4,4,2,0,677.6964151991891,7
20879,2,2,8,7,5,6,4,1,8,3.082366990558543,4,9,7,0,1,1,2,5,5,2,0,680.5682128151063,7
20880,2,2,5,8,8,9,2,1,7,5.318458166582351,6,4,6,0,3,2,5,5,7,2,0,701.5,7
20881,1,3,2,1,4,5,2,2,5,3.903099948710654,4,3,6,3,1,1,5,4,4,2,0,624.6761651461746,7
20882,4,2,7,7,7,4,3,1,5,2.248439933456119,7,5,7,4,3,1,8,1,6,2,0,684.7894500831799,7
20883,2,2,5,7,4,5,2,2,4,2.2075573946299234,5,4,6,3,2,2,5,4,6,2,0,663.920755739463,7
20884,5,1,8,7,9,8,5,1,6,4.810446725246128,9,7,7,1,1,2,8,5,8,2,0,758.0346254153446,7
20885,4,2,8,7,5,5,3,2,5,7.533581672550104,6,5,7,9,1,2,6,5,9,4,0,694.0003725088252,7
20886,3,3,7,3,5,10,3,2,8,4.548223300537576,4,4,8,4,4,2,2,3,4,2,0,667.0515228152957,7
20887,1,2,10,6,10,3,3,1,5,5.701164113662686,6,7,7,0,3,1,4,5,7,2,1,707.9355763680818,7
20888,5,1,10,9,10,10,5,1,7,4.935201815299459,7,4,7,0,0,2,10,4,10,3,1,766.6943945541017,7
20889,3,2,6,9,10,10,5,2,7,7.0,4,4,6,0,2,1,10,4,7,2,1,707.4420172668921,7
20890,2,2,4,6,9,8,2,1,8,3.625304660213948,6,3,7,0,1,2,5,5,8,2,1,702.2868602135508,7
20891,2,3,10,5,8,8,3,2,7,4.783422725941614,3,4,6,3,2,1,8,6,5,3,0,677.029946364435,7
20892,2,4,8,5,5,8,1,1,8,4.387742014118842,6,2,7,0,2,1,5,5,5,2,1,677.2285805901168,7
20893,5,0,8,5,6,2,3,1,6,3.5156015524259594,8,5,8,0,0,1,5,2,5,3,1,700.4906390685444,7
20894,2,0,7,4,6,2,2,1,7,5.678359763401499,3,6,7,0,1,1,5,7,8,3,0,704.4356719526803,7
20895,5,1,2,7,8,8,3,1,8,4.0,7,5,6,0,2,1,4,5,6,1,1,704.2719033409614,7
20896,1,3,1,3,5,5,3,2,3,3.59747586263193,4,4,5,6,1,1,4,5,4,3,0,620.8175351774241,7
20897,1,3,2,1,4,6,2,2,5,3.567665106837724,4,3,6,3,1,1,5,4,5,2,0,625.6321544455125,7
20898,3,2,10,6,8,9,5,1,8,2.0,7,7,8,0,1,2,5,4,5,2,1,737.6388922606368,7
20899,1,2,2,9,6,4,1,2,6,3.0407541060924728,4,5,6,0,0,1,7,2,4,3,1,658.5755475363445,7
20900,0,1,4,2,3,3,1,1,1,6.836000519010502,1,2,7,0,0,2,4,3,1,2,0,643.0771988062759,7
20901,3,2,10,4,9,9,2,1,6,8.245571134041846,2,5,6,0,1,2,8,3,8,2,0,722.7508857731916,7
20902,3,1,10,7,4,7,0,1,7,2.7248265598740584,6,1,7,0,3,1,4,2,1,2,0,664.4161447048313,7
20903,3,2,4,2,5,8,2,1,5,1.0,7,3,7,5,8,2,7,1,3,2,0,661.7783276195231,7
20904,1,3,1,6,3,6,1,2,0,3.699411628253092,3,3,7,7,9,1,4,4,4,1,0,598.5988232565062,7
20905,3,4,6,4,4,5,3,1,7,0.9585578571525746,5,7,8,6,5,1,8,6,7,3,0,678.6443225357391,7
20906,2,3,2,4,2,10,2,1,5,4.231484043884485,5,3,6,1,3,1,9,1,9,2,0,661.7601803166194,7
20907,4,2,6,2,5,3,4,1,6,6.341965124370676,5,2,7,2,1,2,8,3,10,4,1,704.3212488258811,7
20908,4,3,5,7,9,8,4,2,6,3.4105477780899953,6,5,6,7,0,2,8,7,6,4,1,699.7880730370787,7
20909,4,1,10,7,3,3,4,1,7,7.232837196784867,4,2,8,0,0,2,6,6,10,3,1,721.0816930099038,7
20910,2,2,2,4,2,10,1,1,7,4.743665557946242,3,1,7,0,3,2,1,1,3,2,0,660.2052153916381,7
20911,2,4,8,4,6,5,4,1,7,6.132689332087223,5,3,6,6,2,1,9,7,4,2,0,675.5407728014953,7
20912,4,1,6,9,9,5,5,1,7,2.1309849731220836,10,9,7,0,2,2,10,4,5,3,0,748.134507513439,7
20913,3,0,0,9,10,4,5,2,8,9.35330982341279,2,2,5,9,1,1,10,9,9,3,0,691.9616725441467,7
20914,4,3,9,7,7,4,3,2,5,4.083444557166152,5,5,7,4,6,2,9,3,6,2,1,682.6438083925123,7
20915,4,3,4,5,8,10,4,2,8,2.65326301923733,8,8,6,0,1,2,6,1,5,4,1,705.3009887942629,7
20916,4,3,9,3,3,4,2,1,6,2.667685374644891,4,4,8,5,3,2,7,3,5,2,0,666.3707414985796,7
20917,3,3,5,5,3,10,4,1,7,4.542478635719368,9,7,7,9,0,2,5,5,9,3,0,717.6169914542877,7
20918,3,3,7,7,7,8,5,1,8,4.533615766081002,7,5,7,0,8,1,10,5,5,4,0,718.0439491621054,7
20919,4,3,6,10,7,9,4,1,9,7.0,7,8,8,5,6,1,5,8,3,2,1,710.9869907247775,7
20920,5,3,7,8,2,6,5,1,5,1.4032613611238318,5,2,7,0,1,1,6,3,7,3,1,685.8323931722706,7
20921,3,1,6,5,5,3,3,1,7,5.220561124922323,3,5,6,0,1,2,7,6,7,3,0,705.0499078247359,7
20922,2,3,6,5,7,7,3,1,5,6.836799577335306,6,5,6,7,6,2,6,7,5,2,1,684.3510398732006,7
20923,3,1,7,10,8,10,3,1,7,6.592843439315515,9,9,7,1,0,2,7,9,4,1,1,745.685686878631,7
20924,2,2,7,8,5,7,2,1,7,2.0,10,10,7,0,2,1,7,2,7,3,0,717.6319095187446,7
20925,4,3,7,6,9,9,2,1,8,7.0,9,5,7,0,4,1,8,5,6,3,0,716.196128672183,7
20926,1,2,10,7,10,5,4,1,7,1.039219448513023,2,3,7,0,1,2,10,2,4,1,0,704.3823608418774,7
20927,4,0,10,9,10,7,4,1,7,5.663629464587763,4,5,7,0,1,2,10,8,10,2,0,767.2125094861918,7
20928,4,5,5,3,6,4,2,1,1,1.0,4,1,7,6,6,1,4,0,5,3,0,626.8691301787791,7
20929,4,0,10,8,9,7,5,1,6,6.0,8,10,7,2,1,2,7,5,8,4,1,760.4053468454088,7
20930,1,3,1,6,8,4,0,2,7,3.529299402668495,4,3,9,1,4,1,1,7,2,2,0,634.5351592832021,7
20931,2,3,8,8,6,6,1,1,5,2.7677238880667803,5,4,7,10,3,1,4,2,10,1,1,647.1283582209069,7
20932,5,1,2,7,8,8,3,1,8,4.0,7,5,6,0,2,1,4,5,6,1,1,704.1611432283539,7
20933,1,1,1,4,2,6,2,1,4,5.456699476636712,9,5,7,1,1,2,2,2,9,1,0,676.9290839775609,7
20934,1,3,6,4,6,7,3,1,7,8.486004132191274,4,3,7,5,3,2,7,7,7,3,0,692.0653954545896,7
20935,3,1,6,10,9,10,2,1,8,6.176116756180159,9,9,7,1,1,2,7,8,6,1,1,744.9346218367423,7
20936,0,1,4,2,2,2,1,1,1,6.941211108486986,1,2,6,0,0,1,5,2,1,2,0,642.6794238879705,7
20937,4,3,9,8,4,3,3,1,6,2.0,6,2,6,10,1,1,7,7,4,3,1,665.7164121358792,7
20938,2,2,1,2,8,9,2,2,5,8.212377427122343,9,8,8,2,4,1,8,8,9,3,1,699.3035171115324,7
20939,4,4,8,3,5,8,4,1,8,5.804552869488271,8,10,6,0,1,2,10,5,9,4,1,740.9609105738976,7
20940,5,3,8,10,6,9,5,1,8,8.0,9,2,7,0,6,2,10,6,8,1,0,740.7304155973437,7
20941,4,3,8,5,4,9,3,1,8,4.344990661167891,8,2,7,10,4,2,10,5,6,2,0,704.7205102727154,7
20942,4,1,10,7,10,8,4,1,8,7.976399949022017,2,10,7,0,0,2,9,7,9,3,0,751.7180933724165,7
20943,1,3,1,6,6,4,1,1,5,3.13541811443458,1,3,6,1,1,1,3,3,7,2,0,651.2270836228869,7
20944,2,1,7,6,6,10,3,1,7,3.3591510296662315,7,1,6,0,1,2,4,3,5,2,0,704.3612734555006,7
20945,2,4,4,5,8,4,1,1,5,3.7676943037355928,6,9,6,0,2,1,6,5,9,1,0,678.336387310043,7
20946,3,3,4,5,5,10,4,2,8,5.931625614040497,7,3,7,5,3,2,6,5,5,3,0,683.1162364561311,7
20947,3,3,6,6,8,10,1,1,8,7.0,9,5,7,1,3,2,8,6,6,2,0,716.7364098747158,7
20948,3,1,8,10,7,8,1,1,7,4.23579209395921,8,3,8,1,2,2,6,5,7,1,0,728.1536881409388,7
20949,4,3,10,10,6,10,5,2,9,7.7760002070354295,9,4,7,0,5,2,9,7,8,1,0,741.5104000828142,7
20950,1,2,3,5,8,7,1,2,0,2.6212407323429736,1,2,5,5,4,1,3,1,1,2,1,598.6292060069716,7
20951,1,4,9,3,7,10,3,2,4,4.805566150986026,3,5,5,10,3,1,10,6,5,3,1,656.0740627722815,7
20952,3,2,4,6,3,3,1,2,4,3.265081066452612,5,5,7,3,2,2,6,5,6,2,0,664.0265081066452,7
20953,3,3,10,9,10,8,5,1,4,4.0,5,3,6,0,7,1,10,1,8,2,1,713.656023815871,7
20954,3,2,2,10,10,8,1,2,7,5.563076026029026,8,5,7,0,0,1,10,3,9,2,0,702.0949539179177,7
20955,4,3,6,4,8,10,3,1,6,2.652124698590788,7,1,7,5,4,2,7,3,4,2,1,684.7,7
20956,1,2,2,4,3,9,5,2,4,4.0,1,5,7,4,3,1,9,2,2,2,0,637.4474227904482,7
20957,3,3,4,4,5,5,0,1,5,2.3114961664504796,6,3,6,0,2,1,3,5,3,1,0,656.1295434829658,7
20958,2,4,7,7,6,9,0,1,4,1.0973933925535522,9,2,7,4,2,2,7,3,6,2,0,678.7727014991499,7
20959,3,3,6,3,9,9,3,2,7,5.025103995401608,4,4,6,1,2,2,7,6,5,3,1,692.481004159816,7
20960,3,2,3,4,7,7,3,2,8,8.185836799663564,4,4,5,5,5,2,6,3,4,3,1,672.40442047963,7
20961,2,2,5,5,7,10,3,2,3,9.158829798687002,3,10,7,7,1,1,5,6,6,3,1,684.6991116912474,7
20962,3,3,3,9,8,6,1,1,7,5.0,6,8,7,0,0,2,7,6,5,3,1,721.4145633955701,7
20963,1,4,10,5,6,3,5,1,7,3.714215476136121,2,3,8,0,2,2,9,1,9,2,1,697.5571569047728,7
20964,2,1,6,3,4,6,3,1,8,4.0,8,2,7,1,0,2,4,4,5,2,0,702.8130890790226,7
20965,3,4,0,4,6,1,5,2,7,3.3757038866071056,2,2,8,9,0,1,2,5,10,3,0,646.7,7
20966,2,2,2,4,3,7,2,2,8,2.9952297306855553,1,9,7,10,2,2,4,1,3,3,0,642.9798091892275,7
20967,2,2,6,7,7,3,3,1,6,6.0,8,2,7,7,3,2,1,2,7,3,0,685.4846178699005,7
20968,1,3,0,4,3,4,0,2,1,0.045152020647751256,2,6,6,0,3,1,4,0,0,1,1,605.6656844643078,7
20969,5,1,9,6,5,4,0,1,6,4.411587366659394,8,5,7,8,1,2,7,8,9,2,0,714.5466509433166,7
20970,2,3,6,8,4,5,3,1,4,2.0,4,5,5,3,2,2,6,3,5,2,1,666.2274589154193,7
20971,3,4,2,8,6,10,2,2,3,4.810020670969314,7,0,8,10,3,1,5,5,2,4,0,635.0212947475239,7
20972,2,3,10,2,6,1,3,2,2,2.762972142891664,4,8,7,0,2,1,4,5,10,3,1,666.5992941429884,7
20973,4,3,9,4,4,3,2,1,5,2.7653259617384487,5,2,9,5,2,2,6,3,5,2,0,665.8010541349554,7
20974,5,1,9,10,10,10,4,1,7,5.116290330339248,7,5,7,0,0,2,10,4,10,3,0,767.0698226186623,7
20975,2,1,1,2,5,8,4,1,6,6.442024373782857,5,5,7,6,4,2,6,6,6,2,0,682.0253683140822,7
20976,0,2,10,3,3,8,0,1,6,5.34555318505414,7,0,8,8,2,2,2,4,3,1,1,662.4389544651249,7
20977,2,4,2,7,7,7,1,2,7,4.897555147662806,1,8,7,6,1,2,7,4,4,2,0,663.9526773902796,7
20978,1,3,3,4,3,6,1,2,6,3.991828795621916,8,1,7,2,0,1,6,1,2,2,0,635.2363294416053,7
20979,1,2,5,3,10,3,0,1,7,4.291513136489503,1,8,7,5,1,2,2,4,8,2,0,672.4372697047343,7
20980,5,1,10,6,8,8,5,1,7,2.651698494358787,10,4,8,0,2,2,10,4,9,1,0,755.2,7
20981,2,3,5,3,5,6,5,2,5,2.763653113331161,3,4,6,1,8,1,6,1,2,2,1,634.9666359588929,7
20982,3,3,3,5,7,7,1,1,7,5.1028332902971325,6,6,5,5,1,1,4,4,5,2,1,684.2897166709703,7
20983,2,4,1,6,9,4,1,2,3,3.5050555641508385,3,5,7,0,4,1,5,6,3,2,0,637.7201972140567,7
20984,2,3,6,8,6,8,2,1,8,3.0777522437487366,8,9,7,0,1,2,7,3,6,3,0,718.5340519445823,7
20985,2,3,6,5,4,4,2,1,5,2.2412828201551527,7,5,6,2,1,1,5,6,4,1,0,655.0792186791474,7
20986,3,3,6,6,7,10,2,2,7,5.0,7,2,7,5,2,2,6,3,5,2,0,683.3588297359926,7
20987,5,1,3,6,8,8,3,2,8,3.6432679469599982,8,6,6,0,3,2,5,3,6,2,1,705.9064444901679,7
20988,4,2,7,6,8,4,3,1,6,5.067023850599391,10,3,6,1,1,2,8,3,7,3,1,712.39329761494,7
20989,2,1,3,4,3,4,1,1,7,2.654629010464912,3,3,7,4,1,2,4,1,8,2,0,661.5163274287985,7
20990,4,3,9,7,7,4,3,2,5,5.178457623551186,5,5,7,4,6,2,9,3,6,2,1,683.2186902523644,7
20991,3,1,9,7,6,7,5,1,8,1.5536313534874144,7,10,8,0,1,2,7,3,7,4,1,739.3892737293025,7
20992,3,3,3,8,10,10,4,1,7,7.864216177674169,9,5,6,2,3,2,8,6,5,2,1,733.1616649959078,7
20993,1,3,1,2,5,5,3,2,5,3.1162804991877255,3,4,6,4,3,1,6,4,3,3,0,622.2348872230099,7
20994,2,4,1,3,8,4,2,1,5,1.0,5,1,6,6,3,2,4,1,4,3,0,627.314084744448,7
20995,5,1,10,9,6,9,4,1,5,1.034187765939158,9,3,8,9,1,2,10,4,10,2,1,738.1982921809589,7
20996,4,2,6,8,7,6,4,1,8,5.986692980357161,10,4,7,0,1,2,6,5,7,2,1,734.6252833373214,7
20997,4,2,10,4,10,2,4,1,7,7.508116765881493,7,2,8,5,2,1,10,5,10,4,0,725.0362014980014,7
20998,4,1,3,4,9,4,2,1,7,4.0,8,5,6,0,1,2,7,6,6,3,1,713.3457559963296,7
20999,4,4,4,5,8,10,3,2,8,5.103393674483054,9,9,6,9,5,1,7,8,6,4,0,680.067205888414,7
21000,2,4,1,4,3,3,3,1,2,2.280005933673827,3,4,5,10,2,1,5,5,6,3,1,615.5719994066326,7
21001,0,4,1,8,4,6,1,2,8,2.44940235394536,4,4,6,8,0,1,3,2,3,2,0,624.5550597646055,7
21002,4,2,9,7,9,5,4,1,2,0.360020874945447,3,5,8,0,4,1,7,1,9,3,0,689.6919415501528,7
21003,1,2,1,4,2,5,0,1,4,3.0,6,1,6,3,4,1,2,0,4,3,0,619.8859667268689,7
21004,1,4,0,5,4,5,4,2,2,3.1033089571240158,3,5,4,9,3,1,4,6,5,2,1,615.6962870185356,7
21005,2,1,8,3,6,6,1,1,5,2.1693414008851777,4,2,6,4,3,1,7,3,7,1,1,658.2290537585837,7
21006,3,2,5,7,9,8,2,1,7,4.0,7,3,7,0,3,2,6,4,8,2,1,700.6893404512531,7
21007,3,3,6,9,5,10,3,1,7,5.602621011535599,6,10,8,0,1,2,10,3,8,3,0,729.6960684826967,7
21008,3,1,3,8,9,6,0,1,3,4.919588326368293,3,1,7,0,1,2,4,0,7,2,1,677.1356706610947,7
21009,4,2,10,6,7,7,4,1,8,3.5701613200850795,7,10,8,0,1,2,6,4,7,4,1,739.8966613016323,7
