,FRUITS_VEGGIES,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE,DAILY_STRESS
23363,2,0,0,6,4,0,0,1,2,4.498603965586336,10,0,4,5,4,1,0,2,4,1,0,604.2986039655863,5
23364,4,8,10,5,5,5,5,2,5,6.72358795154171,7,2,6,0,2,1,9,10,10,2,0,707.3170763854624,5
23365,3,1,2,4,9,2,2,1,5,1.991742617167839,5,1,6,10,7,1,4,1,3,3,0,606.296697046867,5
23366,3,3,4,9,9,4,3,1,9,10.0,5,7,8,4,1,2,10,9,9,3,0,718.8816771790251,5
23367,2,3,4,4,7,4,1,2,6,5.9229219880485395,10,4,7,0,1,1,7,3,6,2,1,668.2225191569747,5
23368,3,1,6,7,8,4,2,1,8,2.340380092666675,8,3,5,8,4,2,2,5,1,3,0,650.5680760185334,5
23369,1,6,2,4,4,2,2,1,7,1.400840457245974,4,5,7,0,2,2,4,1,2,2,0,631.4534453942995,5
23370,4,5,3,3,2,2,5,2,6,1.7844701312086682,1,8,5,0,8,2,0,1,3,3,1,626.1163275379555,5
23371,2,8,2,3,6,5,5,1,5,1.7207556398606951,8,10,7,1,4,1,9,4,8,2,0,690.0954710520975,5
23372,3,1,2,3,8,2,2,2,5,1.0685054066269797,3,9,5,10,7,2,2,1,5,4,0,603.7849645978929,5
23373,1,2,4,5,7,3,2,1,5,2.4736894174822215,3,0,8,6,9,2,0,0,3,1,1,609.4526310582518,5
23374,1,9,8,7,5,1,1,2,7,1.0,2,2,5,0,10,1,2,0,7,2,0,615.0699028339341,5
23375,2,2,5,0,10,2,0,1,6,1.4815025338783143,4,4,7,10,1,1,0,1,1,1,0,608.9314741131426,5
23376,3,4,6,5,10,5,2,2,7,3.8072156886935904,5,5,7,10,0,2,10,2,1,3,1,657.1554117665202,5
23377,1,8,6,4,4,2,0,1,5,0.7672368528987112,4,8,4,10,7,1,0,0,0,1,1,591.8068947411595,5
23378,1,9,4,0,9,0,1,1,6,0.38520793932009734,5,0,6,2,0,1,0,1,6,1,1,623.6947613425978,5
23379,4,1,2,10,2,1,1,2,7,5.059093890078254,9,1,6,10,6,1,4,1,4,3,1,616.8754432177027,5
23380,4,4,6,9,10,2,5,1,8,2.0,8,3,5,0,0,2,3,9,10,3,1,704.9606915670919,5
23381,3,2,4,10,10,4,5,1,4,1.746157262206263,9,0,8,0,0,2,10,0,5,4,0,691.7873869383003,5
23382,3,9,9,4,6,5,4,1,2,2.1257732758616483,5,2,6,2,2,2,5,2,5,2,1,664.3276291379295,5
23383,1,4,4,8,10,6,4,1,3,6.9994348013302545,6,2,6,0,8,2,4,1,2,2,1,648.5995478410642,5
23384,2,5,5,9,10,9,4,2,4,1.0,2,5,6,0,1,2,9,1,7,3,1,679.9140108226085,5
23385,2,1,5,6,3,0,2,1,1,1.389759387426492,1,0,8,0,2,1,8,3,7,4,0,625.7681308790955,5
23386,3,3,6,8,10,9,3,1,5,2.3795029033747186,5,7,6,7,8,2,8,8,2,2,0,672.5036023226997,5
23387,3,5,4,8,6,1,5,2,9,3.680191148770532,4,4,6,8,5,2,10,9,7,3,0,670.0692122724454,5
23388,2,7,6,4,9,6,3,1,7,5.1448358196016,6,5,5,10,3,2,7,5,6,3,1,686.6013850737211,5
23389,1,2,1,1,10,1,0,1,5,1.7423025759994903,3,0,6,10,7,1,4,0,6,3,0,564.7,5
23390,0,1,2,3,8,2,0,2,3,1.587238870733974,4,1,6,6,0,2,5,0,1,2,0,588.8651044517064,5
23391,3,4,5,10,8,4,5,1,6,1.7905826833629432,6,2,6,1,8,2,6,2,10,3,0,668.3079929212877,5
23392,3,1,2,3,2,3,5,1,5,0.9581401262067024,10,1,6,0,4,2,3,1,8,2,1,646.8474433092064,5
23393,4,2,4,1,9,2,0,1,2,3.018000088945215,1,1,7,0,6,2,9,0,3,2,1,639.4153995819574,5
23394,2,6,3,3,5,1,2,1,3,4.0,1,0,6,0,5,1,6,1,1,3,1,609.2693212956323,5
23395,1,1,3,9,10,2,1,1,6,2.0,9,0,4,9,2,1,2,0,1,2,0,621.7429324662091,5
23396,4,5,3,3,10,2,5,1,1,0.9662434107067982,5,0,9,0,0,2,10,2,9,2,0,688.3776401553744,5
23397,0,1,0,0,0,0,0,2,0,0.0,4,0,8,0,10,1,1,0,0,3,0,522.5706132591521,5
23398,5,8,8,10,10,4,2,2,6,5.707688326330619,5,2,7,2,3,1,10,8,5,3,0,689.0446078200282,5
23399,4,3,4,5,9,10,2,1,2,3.972776322892086,7,2,6,9,1,2,5,1,3,2,0,664.3707815604805,5
23400,1,0,6,2,10,2,0,1,4,1.1739609483334281,9,0,6,4,10,1,6,1,3,1,0,604.0131297070002,5
23401,1,2,3,5,2,1,2,2,7,1.3006846248737962,1,2,7,10,1,1,2,1,9,4,1,592.5175353504543,5
23402,3,5,5,9,8,2,3,2,7,4.321078180998466,1,2,7,5,3,2,7,6,10,3,1,668.4321078180998,5
23403,2,1,4,5,6,3,5,1,9,3.963597386521255,8,9,8,0,0,2,4,2,5,4,1,697.0382227441527,5
23404,3,8,4,6,7,2,0,1,6,1.3786555027464704,6,0,8,1,2,2,3,1,2,1,1,655.4533612431338,5
23405,2,2,6,2,2,1,3,1,4,0.5591848068293265,4,5,7,6,3,2,3,1,2,3,0,621.4249022659515,5
23406,2,2,4,1,4,2,2,1,3,0.0,4,0,7,3,5,2,6,0,2,2,0,611.5847143313899,5
23407,1,3,6,2,7,0,1,1,7,2.532675886761555,6,1,8,8,2,1,3,0,1,2,1,611.7738592905907,5
23408,1,0,5,5,10,3,1,2,1,1.0947326822708436,2,1,5,8,9,1,5,0,0,2,0,574.0607049435923,5
23409,5,9,4,10,10,7,5,1,8,8.650473376082322,10,7,6,0,3,1,10,7,10,3,1,754.4863727906387,5
23410,5,8,4,5,5,6,4,1,8,2.7815568171166927,9,1,6,3,4,2,7,3,9,1,1,700.1417250070299,5
23411,4,5,9,9,9,5,4,2,5,2.4809889060467025,8,9,6,4,9,2,9,2,6,3,1,689.6436786055348,5
23412,3,2,9,10,10,9,4,1,8,5.136681871064521,9,4,7,9,1,2,5,3,6,1,1,709.2161795904049,5
23413,2,0,4,2,2,3,0,2,0,8.156789513727599,9,0,6,0,8,1,2,1,2,2,1,584.2997000108688,5
23414,2,5,5,9,9,3,5,2,7,1.9538764356642662,7,1,6,0,1,1,3,0,2,2,1,647.1092247128672,5
23415,3,10,10,7,10,5,5,2,10,6.567170779919386,3,8,7,0,7,2,8,5,7,3,1,712.7387901281935,5
23416,2,1,3,1,4,0,0,1,0,0.0,8,0,5,0,8,1,0,0,2,1,0,572.2204623222011,5
23417,2,6,5,7,7,7,2,2,6,3.6490696161740646,8,10,5,1,3,2,4,7,7,2,0,685.7683253091133,5
23418,5,3,2,2,2,1,0,1,4,3.851518254023227,10,1,4,8,1,2,0,3,6,2,1,627.1821153173559,5
23419,4,6,0,0,1,2,0,1,4,0.4527029886829719,2,2,8,1,8,2,0,1,10,2,0,616.5489866437756,5
23420,2,2,6,1,2,1,0,2,5,0.0,6,10,6,10,3,1,8,0,1,3,0,578.9,5
23421,3,4,6,5,1,3,4,2,4,1.5988082963834915,5,1,6,0,4,2,10,3,3,3,1,644.9850051551894,5
23422,4,6,3,6,5,6,2,1,1,1.0644912712491674,5,2,7,5,6,1,4,0,5,3,0,627.1385406444944,5
23423,2,1,3,10,10,3,3,1,3,2.0,8,1,4,0,5,1,2,3,4,3,0,636.8754478914324,5
23424,4,7,7,10,10,5,2,2,7,6.0,6,2,6,2,2,1,9,9,4,3,0,689.3667973493698,5
23425,2,8,4,5,10,9,1,1,8,2.9912240116273217,7,3,5,0,1,1,4,2,8,1,0,678.2731023914732,5
23426,1,3,1,5,9,0,0,1,1,0.0,1,0,6,5,6,1,1,0,1,2,0,562.7722321384226,5
23427,2,3,4,10,10,3,5,1,5,2.0109716416498262,10,2,5,9,1,2,10,4,2,2,0,666.4142631341448,5
23428,4,8,10,5,5,5,5,2,5,6.869119142034309,7,2,6,0,2,1,9,10,10,2,0,707.3607357426102,5
23429,1,1,5,2,10,3,0,1,4,1.5313165205680592,7,1,5,4,10,1,8,1,2,1,0,604.6563697370225,5
23430,3,1,2,2,3,0,0,1,1,0.0,2,0,6,0,1,2,2,0,5,3,0,597.7930543005956,5
23431,5,9,10,4,10,10,4,1,2,3.8558710150719495,8,3,8,1,0,1,4,6,8,1,0,713.572064492464,5
23432,5,3,5,4,9,2,2,1,5,1.0,4,0,6,0,2,2,4,1,7,2,1,660.5124522198109,5
23433,2,5,4,2,3,2,1,1,3,0.26777667548833417,6,3,9,9,3,2,4,1,1,2,0,620.0978843695021,5
23434,2,2,5,5,10,2,4,1,9,1.4216783068225372,2,10,7,10,1,1,2,2,2,2,1,654.3861188358088,5
23435,4,6,5,9,9,3,3,1,7,5.146698691270436,5,3,7,1,6,2,8,1,4,3,1,684.3293397382541,5
23436,3,0,2,1,1,0,0,1,1,1.682349859719859,5,0,3,0,10,1,0,0,0,2,0,557.8858720300615,5
23437,3,10,1,1,4,0,3,1,4,1.0,2,0,7,0,4,2,2,1,8,2,1,642.1916939005781,5
23438,5,2,10,10,10,2,5,1,3,2.3213518082638904,9,1,7,4,3,1,3,3,4,2,1,682.9791039767488,5
23439,1,6,1,0,3,0,0,2,2,1.5348761130511839,8,0,6,0,0,2,2,1,2,2,0,599.7674489611522,5
23440,2,3,4,7,8,1,0,1,0,1.262434250907173,2,3,7,3,4,1,5,1,9,2,1,618.36518409746,5
23441,1,4,7,2,5,3,2,1,4,1.4747602424798398,3,1,7,0,0,1,7,1,7,2,0,638.9969965092076,5
23442,0,0,0,0,0,0,0,1,0,0.0,1,0,3,9,10,1,0,0,0,3,1,496.1293811097911,5
23443,1,3,6,5,10,2,5,2,4,2.2628969873594222,2,1,6,10,3,1,10,2,4,3,1,632.5525793974718,5
23444,2,1,5,10,10,5,4,2,1,1.1940606805453946,4,0,7,2,2,2,10,1,4,2,0,652.012937378703,5
23445,1,9,2,4,10,2,4,1,8,3.9116489674415043,3,1,7,9,5,1,9,0,10,2,1,632.9088351032558,5
23446,4,1,0,9,5,0,4,2,7,0.07542587483181817,5,10,7,9,4,2,1,0,6,4,1,628.3810220995964,5
23447,0,0,0,0,0,0,0,1,0,0.0,1,0,1,10,10,1,0,0,0,2,0,491.80565775422207,5
23448,4,2,2,9,10,9,4,1,7,1.0,8,5,6,4,2,2,9,1,5,2,0,702.03975200831,5
23449,3,6,4,4,10,4,4,1,5,4.821353158870279,7,2,8,10,7,2,9,3,2,1,0,668.1982557626213,5
23450,0,0,1,5,0,2,0,1,0,0.5355667637744572,2,6,7,0,0,1,1,2,3,3,0,590.3292795338826,5
23451,1,3,5,7,10,5,2,2,3,2.7249524503659694,1,1,7,9,10,2,7,2,5,2,1,615.8375237748171,5
23452,5,10,5,8,10,3,3,1,6,2.3632627991593864,5,5,7,0,3,1,10,0,8,2,0,695.7906102393275,5
23453,4,4,3,7,10,7,4,1,8,1.0,8,9,6,3,0,2,4,1,5,2,0,703.3197980519105,5
23454,4,9,3,4,7,1,0,2,3,2.6588361768858197,4,0,6,0,10,2,6,0,9,3,0,632.0435129700485,5
23455,0,1,4,2,5,3,0,1,1,3.8962166403428844,2,0,6,8,3,2,6,0,1,2,1,591.8221624802571,5
23456,4,0,4,2,0,1,0,1,7,1.8904922245695763,7,2,7,3,0,1,7,1,9,2,1,642.4219015550862,5
23457,2,0,5,4,4,4,0,2,6,3.7888022639053593,6,6,4,0,6,1,4,1,5,2,0,621.4216158473375,5
23458,2,4,4,3,3,1,2,1,4,0.6396055611776819,3,0,6,0,9,1,5,0,1,2,1,589.2243549949401,5
23459,4,2,5,7,3,2,2,1,7,2.6471472753232153,6,1,8,2,3,1,4,1,6,1,1,651.9412914579202,5
23460,2,2,9,6,9,2,3,1,9,5.736613123055923,9,5,6,0,1,2,6,3,2,4,1,698.4761211545975,5
23461,4,0,6,4,10,8,1,2,7,1.2341844468154857,9,7,6,7,2,1,8,2,4,2,1,650.898780459619,5
23462,1,1,9,4,3,4,1,1,7,1.4264993296911261,5,3,7,0,2,2,4,2,5,2,1,651.4455508714016,5
23463,2,3,6,10,10,5,3,1,7,5.912298619424349,5,2,7,0,4,2,10,5,1,2,0,693.0,5
23464,3,0,7,5,10,8,2,1,4,4.737324357401349,10,2,7,0,6,2,6,2,3,3,1,679.3492974296054,5
23465,3,9,7,10,10,3,4,1,5,3.7284312352489604,5,1,6,5,6,1,8,2,10,2,0,690.1568624704979,5
23466,2,3,3,3,2,0,3,1,3,0.47289713281090484,4,3,8,10,0,1,5,0,4,2,1,613.359626307816,5
23467,0,5,4,8,4,5,1,1,2,4.935361251421751,5,5,6,0,7,1,4,2,9,2,0,633.3420151865758,5
23468,4,9,4,6,5,5,5,1,8,4.731041054173529,3,4,6,0,2,2,5,3,7,3,1,688.9075835783306,5
23469,2,1,4,3,4,6,3,1,6,3.1860561807314722,3,7,6,6,8,2,7,1,1,2,1,628.2767741602676,5
23470,1,3,2,1,6,3,0,2,0,3.565920062494027,4,0,6,5,5,1,1,0,1,2,1,560.2759639890636,5
23471,3,9,1,9,0,1,0,1,2,1.997078967378638,3,0,8,10,6,1,9,7,1,3,1,594.2087630978641,5
23472,1,0,2,2,2,5,1,1,2,0.0795319299771391,1,1,7,0,9,1,7,0,1,2,0,598.5807021050343,5
23473,1,1,2,2,2,1,1,1,6,0.3959283229287808,1,0,5,0,5,1,1,0,2,3,1,580.5061075156068,5
23474,4,7,10,5,7,5,4,1,3,4.629520658851388,8,2,6,0,1,2,10,9,9,2,1,706.9759776870455,5
23475,2,9,5,4,10,7,2,1,7,4.238856660401928,5,5,6,9,2,2,8,5,4,3,1,684.6773736961109,5
23476,1,3,10,1,6,1,0,2,5,3.878567098722836,4,4,8,0,7,1,2,0,10,2,0,620.5133879860632,5
23477,1,5,6,3,10,3,5,1,4,2.450465301657818,8,10,7,8,1,1,6,3,10,2,1,683.427859612374,5
23478,1,6,3,7,10,2,3,1,0,1.5810859617134696,6,0,9,0,3,1,5,0,2,2,1,641.6202684807051,5
23479,1,0,2,3,4,1,2,2,1,1.6225196957297452,2,2,5,0,0,1,2,2,1,3,1,578.0245039391459,5
23480,1,1,3,5,10,0,5,2,1,1.5302562370093162,7,0,6,2,1,1,3,0,0,2,1,607.3651281185047,5
23481,5,10,3,7,9,2,1,1,9,5.0,2,4,7,0,2,1,8,2,10,2,1,696.0206338064456,5
23482,3,3,5,5,5,5,5,2,5,3.102846318274958,4,0,8,2,2,2,8,0,9,2,1,658.8948576840862,5
23483,3,3,0,1,3,1,2,1,4,1.181734882542083,9,0,6,0,1,1,2,1,4,2,0,624.5955253498392,5
23484,2,3,3,4,2,2,2,2,4,1.4629925116486415,6,1,5,0,8,1,6,1,2,3,1,588.2981097348568,5
23485,4,3,5,4,5,3,1,1,7,2.562407992951513,8,2,7,0,1,1,4,1,4,3,1,649.6187960035243,5
23486,1,6,7,9,10,7,3,2,2,2.0494968534936664,5,6,7,10,5,2,8,4,9,3,0,665.5158553490608,5
23487,3,4,4,5,4,4,1,1,4,5.333365857053975,4,3,5,8,0,2,3,2,4,2,1,642.5999512144191,5
23488,4,4,9,10,10,6,5,1,5,1.0,8,3,7,0,3,2,6,9,7,3,0,708.63467184144,5
23489,2,7,10,10,10,5,2,1,7,2.8547240645928826,9,8,7,0,10,1,10,3,9,2,0,701.1603679138761,5
23490,1,1,9,5,10,9,3,1,2,7.388555865047552,1,3,8,1,4,2,8,5,4,2,0,680.660036314889,5
23491,1,0,6,1,1,1,0,1,1,0.4385384885374355,5,0,5,0,8,1,3,1,4,3,0,569.9910308610273,5
23492,2,3,3,7,3,1,2,1,7,0.8740393374165212,1,1,7,0,0,1,10,0,7,3,1,636.642933436804,5
23493,2,0,1,3,1,3,0,1,6,0.0,1,0,8,0,8,2,4,0,1,3,0,598.7,5
23494,3,3,3,7,10,5,3,2,3,2.9112244556582914,8,8,6,4,2,1,2,0,1,1,0,640.5177551088683,5
23495,3,1,8,1,8,4,0,2,4,2.8887117088730623,1,0,7,3,3,1,2,8,1,1,1,606.5557238765706,5
23496,1,2,6,2,3,0,2,1,2,1.0,4,0,9,6,4,2,3,1,3,2,1,609.5883596982662,5
23497,2,2,4,2,9,4,0,1,4,3.0,1,2,8,5,1,1,3,4,1,2,1,624.4487322610092,5
23498,0,2,7,5,5,2,3,2,8,5.454620006244743,5,1,8,7,4,1,10,2,2,2,1,633.5545106637525,5
23499,2,3,4,5,10,3,3,1,7,3.5947983938132926,7,10,7,10,2,1,10,2,5,3,0,666.1747204283164,5
23500,2,8,4,4,10,7,3,1,7,4.24027464527768,5,5,6,10,1,2,8,6,4,3,0,686.0282609130138,5
23501,2,6,10,10,10,8,5,1,8,7.700881782942339,6,8,7,7,5,2,5,3,7,3,0,719.1785891472922,5
23502,5,6,9,10,10,5,1,1,3,1.0,10,3,6,4,5,2,10,1,5,3,0,691.956369623823,5
23503,2,2,3,4,10,1,1,1,2,5.298319169811643,2,0,8,10,1,1,5,0,1,1,1,598.5279414528296,5
23504,4,8,4,10,10,5,4,1,6,1.0448535680235687,9,6,6,0,3,2,5,1,5,3,1,710.5147782207553,5
23505,2,4,6,1,7,4,0,1,3,3.0988059620337323,5,3,6,1,6,1,5,3,3,1,0,634.2142238753219,5
23506,2,4,4,7,7,1,5,2,5,0.07057330552688601,2,0,5,4,9,1,4,1,2,3,1,607.3976052554754,5
23507,2,5,5,6,9,6,4,2,6,1.8347960606621498,1,0,7,5,3,2,5,0,2,2,1,636.413887484742,5
23508,2,7,3,9,10,5,1,1,3,3.389872352941544,7,1,8,0,5,1,6,3,7,2,0,659.6,5
23509,4,7,4,3,7,4,3,1,7,6.080558764606087,9,1,6,0,1,2,7,0,0,3,0,676.3696565484122,5
23510,2,3,3,9,10,5,3,1,8,2.3532243317154573,5,2,7,1,2,1,4,5,3,2,1,677.5940327004854,5
23511,2,7,9,8,10,9,2,1,4,3.329056995257492,3,2,6,0,3,2,5,4,3,2,1,689.0876207232383,5
23512,1,2,3,6,3,1,3,1,1,1.5163465083823384,5,1,7,2,9,1,4,1,4,2,1,598.62221093575,5
23513,2,4,4,10,9,1,3,2,7,1.3253921470837837,1,3,7,1,7,2,3,1,3,2,1,634.9238235587486,5
23514,2,10,3,4,6,4,5,1,5,1.0,8,8,7,0,4,1,10,3,9,3,0,691.8165833285268,5
23515,1,1,2,1,2,0,1,1,3,0.28157077018126475,2,0,5,1,9,1,1,0,1,2,0,552.425256616145,5
23516,1,9,8,3,5,3,5,1,8,4.091933744829919,1,4,7,5,5,2,7,2,2,2,1,661.5562873662109,5
23517,2,7,6,9,8,7,4,2,7,3.7213934511062883,3,4,7,3,5,2,8,2,5,2,1,676.1756229728763,5
23518,2,4,4,5,7,3,5,1,3,3.411358491262763,2,10,8,3,4,2,3,0,3,2,0,656.6394729555336,5
23519,1,8,9,4,4,2,0,2,5,1.0,1,0,6,0,9,2,4,0,9,2,0,617.1968442352362,5
23520,1,0,2,2,5,1,0,1,1,7.1527163741947835,7,5,7,0,4,1,2,0,1,1,0,589.730543274839,5
23521,3,3,1,2,9,0,0,2,0,0.8295875568652503,4,0,6,10,9,1,0,0,7,1,0,554.7636700454922,5
23522,2,2,9,10,10,1,2,2,9,4.959441262455319,6,5,6,0,3,2,8,9,6,3,1,695.0744025714421,5
23523,4,6,4,5,4,3,4,1,9,1.8715977272882305,9,5,7,0,0,2,3,1,6,3,1,699.6778102272029,5
23524,3,1,8,8,10,2,1,1,8,2.0267769132401834,6,1,7,2,0,1,10,3,9,1,1,678.8294546045643,5
23525,1,0,1,2,3,2,0,1,1,0.0,1,6,6,10,7,1,3,0,1,1,1,557.1971134141539,5
23526,2,5,2,5,3,2,3,1,5,4.399290241953187,9,2,7,5,1,1,4,2,4,2,1,638.2590063387345,5
23527,4,4,5,10,10,2,4,1,5,1.6626645130593554,4,2,6,0,2,2,4,3,2,3,1,667.0325329026119,5
23528,0,1,2,2,9,2,0,2,3,2.1845695841465145,3,0,6,3,1,1,3,1,1,2,1,588.8384271881099,5
23529,2,3,3,8,7,2,5,1,3,0.5963215188603683,1,0,7,1,1,2,10,0,1,3,0,646.3422070886838,5
23530,0,0,0,0,0,0,0,1,0,0.0,1,0,1,10,10,1,0,0,0,2,1,489.34292216427644,5
23531,2,3,5,5,10,0,4,1,0,0.19935746385145703,6,0,6,4,9,1,7,0,2,2,0,626.5199357463852,5
23532,3,4,4,10,8,1,5,2,7,2.595760270355791,7,4,6,10,3,2,10,7,5,3,0,668.8426171084587,5
23533,3,7,6,3,5,4,2,1,9,4.2843243883482005,2,1,7,0,4,1,4,3,7,3,1,667.9183783543695,5
23534,2,7,9,8,10,9,2,1,4,3.2501492355635335,3,2,6,0,3,2,5,4,3,2,1,689.4742687457388,5
23535,3,1,2,4,4,1,1,2,1,1.1746493478332067,2,0,6,0,3,2,2,1,6,3,0,595.8840831195585,5
23536,4,5,3,8,5,3,2,1,7,2.707807649989874,8,1,6,0,3,1,6,1,8,3,1,666.7431980324894,5
23537,3,2,5,6,0,3,1,1,3,1.0,3,0,6,10,1,1,7,2,3,3,1,597.8010348467882,5
23538,2,1,4,9,9,5,2,2,7,1.7760781287202356,3,5,6,0,10,1,3,2,7,3,0,628.2910984326637,5
23539,3,4,10,4,8,1,0,1,3,1.5986924023190974,3,4,7,0,2,1,3,3,2,1,1,643.2592154413915,5
23540,2,3,10,10,10,2,4,1,5,2.5064608298859605,8,1,7,3,4,2,4,2,5,2,1,681.6991385560152,5
23541,2,4,5,7,9,2,2,2,3,1.138871326396517,10,0,6,10,9,2,4,0,2,2,1,617.7443882444688,5
23542,1,1,0,3,1,2,0,1,2,3.8842623933212947,3,1,7,4,3,1,5,1,3,2,1,581.0976717087184,5
23543,4,1,4,9,9,4,3,1,5,1.1543215652830794,10,1,7,5,4,2,3,3,3,1,1,664.6376533390187,5
23544,1,2,3,1,3,0,0,2,1,1.0,5,1,5,4,8,1,1,1,2,2,0,553.1374787850617,5
23545,1,0,2,1,6,0,2,2,4,2.6378770926636337,4,2,7,5,6,1,2,1,8,1,1,580.6345474888036,5
23546,2,8,3,10,5,7,2,2,2,6.7409812502745785,4,1,6,9,9,1,10,5,5,2,1,628.484920624698,5
23547,2,7,4,10,7,4,4,1,3,1.0,5,7,4,0,4,1,10,2,10,2,1,680.7779779596087,5
23548,2,1,3,2,10,2,2,1,5,4.170982267454509,9,3,6,8,5,1,1,5,3,2,1,619.6378131105271,5
23549,3,9,5,3,1,4,5,1,2,0.0,6,1,8,10,4,1,3,0,10,3,0,645.5903895494071,5
23550,0,0,2,0,0,2,0,2,0,1.0,1,10,6,10,10,1,1,0,9,2,0,539.2139709530254,5
23551,2,3,7,2,7,4,2,1,2,1.3897647473519184,4,4,7,2,4,1,4,5,2,1,0,633.8356293889565,5
23552,5,7,2,8,3,3,1,1,7,3.467507300562853,6,0,6,0,3,1,10,2,10,3,1,670.2832200676924,5
23553,2,4,7,9,10,3,3,1,7,4.897706143349416,6,3,7,2,5,2,6,0,5,3,1,682.8465592150242,5
23554,4,5,9,1,5,0,5,1,6,2.0843923805445423,9,0,7,10,6,2,9,2,7,3,1,664.4020849547871,5
23555,0,1,3,2,3,2,1,2,6,1.0,5,2,5,0,1,1,10,1,2,1,1,594.2575381187394,5
23556,2,2,5,3,9,3,1,1,4,0.2695960896535974,2,1,7,10,3,2,5,1,5,3,0,622.5179730726436,5
23557,1,0,2,1,3,5,1,1,3,2.575932110280341,2,3,8,5,3,1,5,1,1,2,1,593.9071637921495,5
23558,1,2,3,2,10,4,1,1,7,0.7839486349883128,2,6,6,6,5,1,5,2,4,1,1,619.8345746410398,5
23559,5,1,3,2,5,3,5,1,6,5.399823354091648,10,2,6,10,3,1,3,4,10,2,1,661.1998233540916,5
23560,2,1,3,3,8,2,1,2,4,1.1832767974414553,2,10,4,10,5,1,2,1,5,3,1,603.2151187253729,5
23561,2,9,9,1,9,0,0,1,0,1.0673845547855225,7,1,9,0,7,1,5,2,7,1,0,639.6336922773928,5
23562,2,3,3,10,10,1,4,1,5,0.0,5,0,6,2,9,2,1,0,2,2,1,621.6108310841078,5
23563,1,3,5,9,9,4,4,1,5,1.5926350525042094,3,2,5,8,2,2,7,1,2,3,1,647.4147872158723,5
23564,2,3,2,4,5,2,3,1,1,2.5961021358298764,4,1,4,2,3,1,7,2,10,2,1,635.4133736309108,5
23565,5,4,10,7,4,0,4,1,2,1.0776146447314408,1,1,6,9,6,1,3,4,4,4,1,637.6370092460639,5
23566,2,1,3,2,4,0,0,1,1,0.5425343685322515,6,0,7,1,2,1,4,2,6,1,0,602.2308153002114,5
23567,4,10,7,10,10,5,4,1,3,1.8617424949182952,8,4,7,0,4,2,6,5,4,2,0,696.3852274847549,5
23568,2,4,3,10,10,3,5,2,3,0.5902855429531597,2,0,7,0,3,2,2,0,5,2,1,639.4846865024155,5
23569,4,4,10,8,10,2,4,2,6,3.0,6,10,5,3,3,2,10,1,5,3,0,685.9810232865714,5
23570,4,3,1,3,0,2,0,1,2,1.0,5,1,8,7,0,1,0,2,3,2,0,596.3620645318076,5
23571,3,0,2,7,5,1,2,1,4,7.099753277636136,5,1,6,9,4,1,8,3,3,2,0,627.9905181169642,5
23572,1,3,6,2,10,2,0,1,3,0.8414672923589464,5,1,6,2,0,1,1,1,2,1,0,602.8426794368769,5
23573,4,5,1,3,2,0,1,1,2,0.759351025752613,2,0,7,8,0,1,0,5,3,2,0,595.95723305107,5
23574,4,10,6,9,4,4,4,1,10,7.406758294156187,6,9,7,0,4,2,4,10,10,3,0,723.6121401264827,5
23575,1,0,3,2,5,2,3,1,3,1.0,6,4,6,9,4,2,1,1,2,1,1,609.811721626414,5
23576,3,4,9,4,3,4,0,1,7,1.0246194060321512,9,4,6,0,4,2,3,1,1,3,0,654.4532231285389,5
23577,1,2,3,9,4,3,1,1,7,3.2598953306514895,4,1,7,0,1,2,4,0,1,2,1,629.4061988717622,5
23578,5,10,8,10,10,7,5,1,8,3.1919421698086037,10,10,8,10,2,2,9,9,9,2,0,750.1575826509426,5
23579,5,1,2,0,6,2,0,1,6,2.6070257746547085,6,0,6,4,8,2,2,4,10,2,0,628.9466510281561,5
23580,0,0,3,0,8,3,5,2,2,1.4741874011266762,2,0,4,7,6,1,2,0,10,2,0,582.9961757514372,5
23581,2,4,5,8,3,2,4,1,3,1.0,3,2,5,4,3,1,4,0,4,3,1,632.7303716051119,5
23582,5,10,6,4,4,3,1,1,9,1.8343716529717347,9,2,7,10,4,2,4,9,3,1,0,670.1159398429198,5
23583,2,4,8,1,8,0,0,1,5,3.3542594899043876,6,0,5,4,5,1,3,2,6,1,1,620.7753341636558,5
23584,1,10,10,10,5,3,5,1,3,3.044778450504668,4,9,5,9,4,1,10,3,9,2,1,673.6149209440412,5
23585,5,10,9,10,10,9,5,1,9,8.333347740926907,10,10,9,10,8,2,9,9,9,3,0,751.7000043222781,5
23586,0,0,1,2,2,0,5,1,0,0.213422264025815,1,0,8,9,4,1,5,0,10,3,1,591.9,5
23587,3,2,3,0,3,3,0,1,2,3.0,5,1,8,0,10,1,3,0,10,1,1,596.1366823147614,5
23588,3,10,4,10,3,1,5,1,2,2.0,7,1,6,9,8,1,7,1,10,4,0,655.7482702688001,5
23589,3,1,2,4,4,1,1,2,1,1.2421794438823712,2,0,6,0,3,2,2,1,6,3,0,595.8199295283117,5
